"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"Breast"	"26000"	"Texas"	"48"	"2017"	"2017"	"85+ years"	"85+"	427	390046	109.5
	"Breast"	"26000"	"Texas"	"48"	"2019"	"2019"	"30-34 years"	"30-34"	35	2106508	1.7
	"Breast"	"26000"	"Texas"	"48"	"2019"	"2019"	"35-39 years"	"35-39"	80	2065579	3.9
	"Breast"	"26000"	"Texas"	"48"	"2019"	"2019"	"40-44 years"	"40-44"	111	1876184	5.9
	"Breast"	"26000"	"Texas"	"48"	"2019"	"2019"	"45-49 years"	"45-49"	185	1850542	10.0
	"Breast"	"26000"	"Texas"	"48"	"2019"	"2019"	"50-54 years"	"50-54"	254	1698077	15.0
	"Breast"	"26000"	"Texas"	"48"	"2019"	"2019"	"55-59 years"	"55-59"	300	1719371	17.4
	"Breast"	"26000"	"Texas"	"48"	"2019"	"2019"	"60-64 years "	"60-64"	359	1549940	23.2
	"Breast"	"26000"	"Texas"	"48"	"2019"	"2019"	"65-69 years"	"65-69"	387	1260149	30.7
	"Breast"	"26000"	"Texas"	"48"	"2019"	"2019"	"70-74 years"	"70-74"	396	983694	40.3
	"Breast"	"26000"	"Texas"	"48"	"2019"	"2019"	"75-79 years"	"75-79"	331	658167	50.3
	"Breast"	"26000"	"Texas"	"48"	"2019"	"2019"	"80-84 years"	"80-84"	288	419389	68.7
	"Breast"	"26000"	"Texas"	"48"	"2019"	"2019"	"85+ years"	"85+"	439	405114	108.4
	"Breast"	"26000"	"Utah"	"49"	"2017"	"2017"	"45-49 years"	"45-49"	16	167161	9.6
	"Breast"	"26000"	"Utah"	"49"	"2017"	"2017"	"50-54 years"	"50-54"	17	149848	11.3
	"Breast"	"26000"	"Utah"	"49"	"2017"	"2017"	"55-59 years"	"55-59"	22	154617	14.2
	"Breast"	"26000"	"Utah"	"49"	"2017"	"2017"	"60-64 years "	"60-64"	36	141418	25.5
	"Breast"	"26000"	"Utah"	"49"	"2017"	"2017"	"65-69 years"	"65-69"	21	115128	18.2
	"Breast"	"26000"	"Utah"	"49"	"2017"	"2017"	"70-74 years"	"70-74"	33	85294	38.7
	"Breast"	"26000"	"Utah"	"49"	"2017"	"2017"	"75-79 years"	"75-79"	29	57489	50.4
	"Breast"	"26000"	"Utah"	"49"	"2017"	"2017"	"80-84 years"	"80-84"	33	38994	84.6
	"Breast"	"26000"	"Utah"	"49"	"2017"	"2017"	"85+ years"	"85+"	54	36970	146.1
	"Breast"	"26000"	"Utah"	"49"	"2019"	"2019"	"50-54 years"	"50-54"	26	151254	17.2
	"Breast"	"26000"	"Utah"	"49"	"2019"	"2019"	"55-59 years"	"55-59"	32	155352	20.6
	"Breast"	"26000"	"Utah"	"49"	"2019"	"2019"	"60-64 years "	"60-64"	39	147381	26.5
	"Breast"	"26000"	"Utah"	"49"	"2019"	"2019"	"65-69 years"	"65-69"	34	124015	27.4
	"Breast"	"26000"	"Utah"	"49"	"2019"	"2019"	"70-74 years"	"70-74"	35	95012	36.8
	"Breast"	"26000"	"Utah"	"49"	"2019"	"2019"	"75-79 years"	"75-79"	33	65597	50.3
	"Breast"	"26000"	"Utah"	"49"	"2019"	"2019"	"80-84 years"	"80-84"	21	41913	50.1
	"Breast"	"26000"	"Utah"	"49"	"2019"	"2019"	"85+ years"	"85+"	41	38423	106.7
	"Breast"	"26000"	"Vermont"	"50"	"2019"	"2019"	"80-84 years"	"80-84"	18	13331	135.0
	"Breast"	"26000"	"Vermont"	"50"	"2019"	"2019"	"85+ years"	"85+"	19	14298	132.9
	"Breast"	"26000"	"Virginia"	"51"	"2017"	"2017"	"35-39 years"	"35-39"	21	568666	3.7
	"Breast"	"26000"	"Virginia"	"51"	"2017"	"2017"	"40-44 years"	"40-44"	29	523135	5.5
	"Breast"	"26000"	"Virginia"	"51"	"2017"	"2017"	"45-49 years"	"45-49"	53	564614	9.4
	"Breast"	"26000"	"Virginia"	"51"	"2017"	"2017"	"50-54 years"	"50-54"	95	581849	16.3
	"Breast"	"26000"	"Virginia"	"51"	"2017"	"2017"	"55-59 years"	"55-59"	133	581268	22.9
	"Breast"	"26000"	"Virginia"	"51"	"2017"	"2017"	"60-64 years "	"60-64"	124	513088	24.2
	"Breast"	"26000"	"Virginia"	"51"	"2017"	"2017"	"65-69 years"	"65-69"	145	428901	33.8
	"Breast"	"26000"	"Virginia"	"51"	"2017"	"2017"	"70-74 years"	"70-74"	135	330953	40.8
	"Breast"	"26000"	"Virginia"	"51"	"2017"	"2017"	"75-79 years"	"75-79"	127	219718	57.8
	"Breast"	"26000"	"Virginia"	"51"	"2017"	"2017"	"80-84 years"	"80-84"	111	144405	76.9
	"Breast"	"26000"	"Virginia"	"51"	"2017"	"2017"	"85+ years"	"85+"	208	148570	140.0
	"Breast"	"26000"	"Virginia"	"51"	"2019"	"2019"	"40-44 years"	"40-44"	33	531783	6.2
	"Breast"	"26000"	"Virginia"	"51"	"2019"	"2019"	"45-49 years"	"45-49"	63	548294	11.5
	"Breast"	"26000"	"Virginia"	"51"	"2019"	"2019"	"50-54 years"	"50-54"	74	553215	13.4
	"Breast"	"26000"	"Virginia"	"51"	"2019"	"2019"	"55-59 years"	"55-59"	106	584742	18.1
	"Breast"	"26000"	"Virginia"	"51"	"2019"	"2019"	"60-64 years "	"60-64"	135	530134	25.5
	"Breast"	"26000"	"Virginia"	"51"	"2019"	"2019"	"65-69 years"	"65-69"	136	441587	30.8
	"Breast"	"26000"	"Virginia"	"51"	"2019"	"2019"	"70-74 years"	"70-74"	136	361651	37.6
	"Breast"	"26000"	"Virginia"	"51"	"2019"	"2019"	"75-79 years"	"75-79"	100	247022	40.5
	"Breast"	"26000"	"Virginia"	"51"	"2019"	"2019"	"80-84 years"	"80-84"	108	155293	69.5
	"Breast"	"26000"	"Virginia"	"51"	"2019"	"2019"	"85+ years"	"85+"	204	154126	132.4
	"Breast"	"26000"	"Washington"	"53"	"2017"	"2017"	"40-44 years"	"40-44"	20	456256	4.4
	"Breast"	"26000"	"Washington"	"53"	"2017"	"2017"	"45-49 years"	"45-49"	42	476649	8.8
	"Breast"	"26000"	"Washington"	"53"	"2017"	"2017"	"50-54 years"	"50-54"	65	466708	13.9
	"Breast"	"26000"	"Washington"	"53"	"2017"	"2017"	"55-59 years"	"55-59"	83	492419	16.9
	"Breast"	"26000"	"Washington"	"53"	"2017"	"2017"	"60-64 years "	"60-64"	101	464006	21.8
	"Breast"	"26000"	"Washington"	"53"	"2017"	"2017"	"65-69 years"	"65-69"	117	391335	29.9
	"Breast"	"26000"	"Washington"	"53"	"2017"	"2017"	"70-74 years"	"70-74"	129	290623	44.4
	"Breast"	"26000"	"Washington"	"53"	"2017"	"2017"	"75-79 years"	"75-79"	92	183422	50.2
	"Breast"	"26000"	"Washington"	"53"	"2017"	"2017"	"80-84 years"	"80-84"	68	118884	57.2
	"Breast"	"26000"	"Washington"	"53"	"2017"	"2017"	"85+ years"	"85+"	162	131748	123.0
	"Breast"	"26000"	"Washington"	"53"	"2019"	"2019"	"35-39 years"	"35-39"	21	551529	3.8
	"Breast"	"26000"	"Washington"	"53"	"2019"	"2019"	"40-44 years"	"40-44"	31	478245	6.5
	"Breast"	"26000"	"Washington"	"53"	"2019"	"2019"	"45-49 years"	"45-49"	33	467242	7.1
	"Breast"	"26000"	"Washington"	"53"	"2019"	"2019"	"50-54 years"	"50-54"	51	456172	11.2
	"Breast"	"26000"	"Washington"	"53"	"2019"	"2019"	"55-59 years"	"55-59"	88	488580	18.0
	"Breast"	"26000"	"Washington"	"53"	"2019"	"2019"	"60-64 years "	"60-64"	94	471429	19.9
	"Breast"	"26000"	"Washington"	"53"	"2019"	"2019"	"65-69 years"	"65-69"	118	410032	28.8
	"Breast"	"26000"	"Washington"	"53"	"2019"	"2019"	"70-74 years"	"70-74"	131	322669	40.6
	"Breast"	"26000"	"Washington"	"53"	"2019"	"2019"	"75-79 years"	"75-79"	100	210378	47.5
	"Breast"	"26000"	"Washington"	"53"	"2019"	"2019"	"80-84 years"	"80-84"	92	128599	71.5
	"Breast"	"26000"	"Washington"	"53"	"2019"	"2019"	"85+ years"	"85+"	164	134142	122.3
	"Breast"	"26000"	"West Virginia"	"54"	"2017"	"2017"	"50-54 years"	"50-54"	22	121381	18.1
	"Breast"	"26000"	"West Virginia"	"54"	"2017"	"2017"	"55-59 years"	"55-59"	28	131196	21.3
	"Breast"	"26000"	"West Virginia"	"54"	"2017"	"2017"	"60-64 years "	"60-64"	45	130665	34.4
	"Breast"	"26000"	"West Virginia"	"54"	"2017"	"2017"	"65-69 years"	"65-69"	48	119918	40.0
	"Breast"	"26000"	"West Virginia"	"54"	"2017"	"2017"	"70-74 years"	"70-74"	27	88895	30.4
	"Breast"	"26000"	"West Virginia"	"54"	"2017"	"2017"	"75-79 years"	"75-79"	31	61830	50.1
	"Breast"	"26000"	"West Virginia"	"54"	"2017"	"2017"	"80-84 years"	"80-84"	37	41576	89.0
	"Breast"	"26000"	"West Virginia"	"54"	"2017"	"2017"	"85+ years"	"85+"	39	40697	95.8
	"Breast"	"26000"	"West Virginia"	"54"	"2019"	"2019"	"50-54 years"	"50-54"	25	115021	21.7
	"Breast"	"26000"	"West Virginia"	"54"	"2019"	"2019"	"55-59 years"	"55-59"	26	124856	20.8
	"Breast"	"26000"	"West Virginia"	"54"	"2019"	"2019"	"60-64 years "	"60-64"	38	129574	29.3
	"Breast"	"26000"	"West Virginia"	"54"	"2019"	"2019"	"65-69 years"	"65-69"	34	119246	28.5
	"Breast"	"26000"	"West Virginia"	"54"	"2019"	"2019"	"70-74 years"	"70-74"	41	98208	41.7
	"Breast"	"26000"	"West Virginia"	"54"	"2019"	"2019"	"75-79 years"	"75-79"	34	65694	51.8
	"Breast"	"26000"	"West Virginia"	"54"	"2019"	"2019"	"80-84 years"	"80-84"	26	43884	59.2
	"Breast"	"26000"	"West Virginia"	"54"	"2019"	"2019"	"85+ years"	"85+"	43	40592	105.9
	"Breast"	"26000"	"Wisconsin"	"55"	"2017"	"2017"	"45-49 years"	"45-49"	30	360302	8.3
	"Breast"	"26000"	"Wisconsin"	"55"	"2017"	"2017"	"50-54 years"	"50-54"	59	398537	14.8
	"Breast"	"26000"	"Wisconsin"	"55"	"2017"	"2017"	"55-59 years"	"55-59"	58	428086	13.5
	"Breast"	"26000"	"Wisconsin"	"55"	"2017"	"2017"	"60-64 years "	"60-64"	80	386775	20.7
	"Breast"	"26000"	"Wisconsin"	"55"	"2017"	"2017"	"65-69 years"	"65-69"	81	320649	25.3
	"Breast"	"26000"	"Wisconsin"	"55"	"2017"	"2017"	"70-74 years"	"70-74"	67	231035	29.0
	"Breast"	"26000"	"Wisconsin"	"55"	"2017"	"2017"	"75-79 years"	"75-79"	82	159372	51.5
	"Breast"	"26000"	"Wisconsin"	"55"	"2017"	"2017"	"80-84 years"	"80-84"	65	112851	57.6
	"Breast"	"26000"	"Wisconsin"	"55"	"2017"	"2017"	"85+ years"	"85+"	139	128558	108.1
	"Breast"	"26000"	"Wisconsin"	"55"	"2019"	"2019"	"40-44 years"	"40-44"	20	339957	5.9
	"Breast"	"26000"	"Wisconsin"	"55"	"2019"	"2019"	"45-49 years"	"45-49"	36	343004	10.5
	"Breast"	"26000"	"Wisconsin"	"55"	"2019"	"2019"	"50-54 years"	"50-54"	37	372141	9.9
	"Breast"	"26000"	"Wisconsin"	"55"	"2019"	"2019"	"55-59 years"	"55-59"	55	422318	13.0
	"Breast"	"26000"	"Wisconsin"	"55"	"2019"	"2019"	"60-64 years "	"60-64"	79	400821	19.7
	"Breast"	"26000"	"Wisconsin"	"55"	"2019"	"2019"	"65-69 years"	"65-69"	89	338749	26.3
	"Breast"	"26000"	"Wisconsin"	"55"	"2019"	"2019"	"70-74 years"	"70-74"	84	256158	32.8
	"Breast"	"26000"	"Wisconsin"	"55"	"2019"	"2019"	"75-79 years"	"75-79"	73	174797	41.8
	"Breast"	"26000"	"Wisconsin"	"55"	"2019"	"2019"	"80-84 years"	"80-84"	80	118388	67.6
	"Breast"	"26000"	"Wisconsin"	"55"	"2019"	"2019"	"85+ years"	"85+"	128	126864	100.9
	"Cervix Uteri"	"27010"	"Arizona"	"04"	"2019"	"2019"	"60-64 years "	"60-64"	18	229478	7.8
	"Cervix Uteri"	"27010"	"California"	"06"	"2017"	"2017"	"30-34 years"	"30-34"	21	1399771	1.5
	"Cervix Uteri"	"27010"	"California"	"06"	"2017"	"2017"	"35-39 years"	"35-39"	38	1331430	2.9
	"Cervix Uteri"	"27010"	"California"	"06"	"2017"	"2017"	"40-44 years"	"40-44"	36	1244954	2.9
	"Cervix Uteri"	"27010"	"California"	"06"	"2017"	"2017"	"45-49 years"	"45-49"	46	1293576	3.6
	"Cervix Uteri"	"27010"	"California"	"06"	"2017"	"2017"	"50-54 years"	"50-54"	57	1273169	4.5
	"Cervix Uteri"	"27010"	"California"	"06"	"2017"	"2017"	"55-59 years"	"55-59"	52	1277874	4.1
	"Cervix Uteri"	"27010"	"California"	"06"	"2017"	"2017"	"60-64 years "	"60-64"	55	1152632	4.8
	"Cervix Uteri"	"27010"	"California"	"06"	"2017"	"2017"	"65-69 years"	"65-69"	52	961994	5.4
	"Cervix Uteri"	"27010"	"California"	"06"	"2017"	"2017"	"70-74 years"	"70-74"	36	736056	4.9
	"Cervix Uteri"	"27010"	"California"	"06"	"2017"	"2017"	"75-79 years"	"75-79"	32	513675	6.2
	"Cervix Uteri"	"27010"	"California"	"06"	"2017"	"2017"	"80-84 years"	"80-84"	22	372477	5.9
	"Cervix Uteri"	"27010"	"California"	"06"	"2017"	"2017"	"85+ years"	"85+"	33	459088	7.2
	"Cervix Uteri"	"27010"	"California"	"06"	"2019"	"2019"	"30-34 years"	"30-34"	18	1430806	1.3
	"Cervix Uteri"	"27010"	"California"	"06"	"2019"	"2019"	"35-39 years"	"35-39"	22	1362262	1.6
	"Cervix Uteri"	"27010"	"California"	"06"	"2019"	"2019"	"40-44 years"	"40-44"	29	1243104	2.3
	"Cervix Uteri"	"27010"	"California"	"06"	"2019"	"2019"	"45-49 years"	"45-49"	47	1259963	3.7
	"Cervix Uteri"	"27010"	"California"	"06"	"2019"	"2019"	"50-54 years"	"50-54"	54	1233458	4.4
	"Cervix Uteri"	"27010"	"California"	"06"	"2019"	"2019"	"55-59 years"	"55-59"	59	1273574	4.6
	"Cervix Uteri"	"27010"	"California"	"06"	"2019"	"2019"	"60-64 years "	"60-64"	54	1176111	4.6
	"Cervix Uteri"	"27010"	"California"	"06"	"2019"	"2019"	"65-69 years"	"65-69"	56	998753	5.6
	"Cervix Uteri"	"27010"	"California"	"06"	"2019"	"2019"	"70-74 years"	"70-74"	52	804419	6.5
	"Cervix Uteri"	"27010"	"California"	"06"	"2019"	"2019"	"75-79 years"	"75-79"	39	563200	6.9
	"Cervix Uteri"	"27010"	"California"	"06"	"2019"	"2019"	"80-84 years"	"80-84"	18	390975	4.6
	"Cervix Uteri"	"27010"	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	39	469229	8.3
	"Cervix Uteri"	"27010"	"Florida"	"12"	"2017"	"2017"	"30-34 years"	"30-34"	16	655673	2.4
	"Cervix Uteri"	"27010"	"Florida"	"12"	"2017"	"2017"	"35-39 years"	"35-39"	30	642668	4.7
	"Cervix Uteri"	"27010"	"Florida"	"12"	"2017"	"2017"	"40-44 years"	"40-44"	22	626277	3.5
	"Cervix Uteri"	"27010"	"Florida"	"12"	"2017"	"2017"	"45-49 years"	"45-49"	36	681668	5.3
	"Cervix Uteri"	"27010"	"Florida"	"12"	"2017"	"2017"	"50-54 years"	"50-54"	39	724871	5.4
	"Cervix Uteri"	"27010"	"Florida"	"12"	"2017"	"2017"	"55-59 years"	"55-59"	35	752006	4.7
	"Cervix Uteri"	"27010"	"Florida"	"12"	"2017"	"2017"	"60-64 years "	"60-64"	38	717436	5.3
	"Cervix Uteri"	"27010"	"Florida"	"12"	"2017"	"2017"	"65-69 years"	"65-69"	43	672013	6.4
	"Cervix Uteri"	"27010"	"Florida"	"12"	"2017"	"2017"	"70-74 years"	"70-74"	25	579756	4.3
	"Cervix Uteri"	"27010"	"Florida"	"12"	"2017"	"2017"	"75-79 years"	"75-79"	24	422729	5.7
	"Cervix Uteri"	"27010"	"Florida"	"12"	"2017"	"2017"	"85+ years"	"85+"	25	337646	7.4
	"Cervix Uteri"	"27010"	"Florida"	"12"	"2019"	"2019"	"35-39 years"	"35-39"	17	670514	2.5
	"Cervix Uteri"	"27010"	"Florida"	"12"	"2019"	"2019"	"40-44 years"	"40-44"	27	639591	4.2
	"Cervix Uteri"	"27010"	"Florida"	"12"	"2019"	"2019"	"45-49 years"	"45-49"	38	681500	5.6
	"Cervix Uteri"	"27010"	"Florida"	"12"	"2019"	"2019"	"50-54 years"	"50-54"	31	700250	4.4
	"Cervix Uteri"	"27010"	"Florida"	"12"	"2019"	"2019"	"55-59 years"	"55-59"	46	772858	6.0
	"Cervix Uteri"	"27010"	"Florida"	"12"	"2019"	"2019"	"60-64 years "	"60-64"	53	749307	7.1
	"Cervix Uteri"	"27010"	"Florida"	"12"	"2019"	"2019"	"65-69 years"	"65-69"	32	698508	4.6
	"Cervix Uteri"	"27010"	"Florida"	"12"	"2019"	"2019"	"70-74 years"	"70-74"	33	626376	5.3
	"Cervix Uteri"	"27010"	"Florida"	"12"	"2019"	"2019"	"75-79 years"	"75-79"	33	472418	7.0
	"Cervix Uteri"	"27010"	"Florida"	"12"	"2019"	"2019"	"85+ years"	"85+"	25	348448	7.2
	"Cervix Uteri"	"27010"	"Georgia"	"13"	"2017"	"2017"	"55-59 years"	"55-59"	20	349708	5.7
	"Cervix Uteri"	"27010"	"Georgia"	"13"	"2019"	"2019"	"40-44 years"	"40-44"	16	349143	4.6
	"Cervix Uteri"	"27010"	"Georgia"	"13"	"2019"	"2019"	"70-74 years"	"70-74"	19	227063	8.4
	"Cervix Uteri"	"27010"	"Illinois"	"17"	"2017"	"2017"	"45-49 years"	"45-49"	17	419054	4.1
	"Cervix Uteri"	"27010"	"Illinois"	"17"	"2017"	"2017"	"50-54 years"	"50-54"	20	429169	4.7
	"Cervix Uteri"	"27010"	"Illinois"	"17"	"2017"	"2017"	"55-59 years"	"55-59"	19	449734	4.2
	"Cervix Uteri"	"27010"	"Illinois"	"17"	"2017"	"2017"	"60-64 years "	"60-64"	23	408011	5.6
	"Cervix Uteri"	"27010"	"Illinois"	"17"	"2019"	"2019"	"45-49 years"	"45-49"	20	403414	5.0
	"Cervix Uteri"	"27010"	"Illinois"	"17"	"2019"	"2019"	"55-59 years"	"55-59"	20	436885	4.6
	"Cervix Uteri"	"27010"	"Illinois"	"17"	"2019"	"2019"	"60-64 years "	"60-64"	18	416640	4.3
	"Cervix Uteri"	"27010"	"Illinois"	"17"	"2019"	"2019"	"65-69 years"	"65-69"	16	349858	4.6
	"Cervix Uteri"	"27010"	"Indiana"	"18"	"2017"	"2017"	"60-64 years "	"60-64"	16	214092	7.5
	"Cervix Uteri"	"27010"	"Indiana"	"18"	"2019"	"2019"	"55-59 years"	"55-59"	19	229019	8.3
	"Cervix Uteri"	"27010"	"Louisiana"	"22"	"2017"	"2017"	"60-64 years "	"60-64"	16	152331	10.5
	"Cervix Uteri"	"27010"	"Maryland"	"24"	"2019"	"2019"	"65-69 years"	"65-69"	16	169494	9.4
	"Cervix Uteri"	"27010"	"Michigan"	"26"	"2017"	"2017"	"60-64 years "	"60-64"	21	349745	6.0
	"Cervix Uteri"	"27010"	"Michigan"	"26"	"2019"	"2019"	"70-74 years"	"70-74"	16	241544	6.6
	"Cervix Uteri"	"27010"	"Missouri"	"29"	"2019"	"2019"	"60-64 years "	"60-64"	16	210069	7.6
	"Cervix Uteri"	"27010"	"New Jersey"	"34"	"2017"	"2017"	"45-49 years"	"45-49"	18	314421	5.7
	"Cervix Uteri"	"27010"	"New Jersey"	"34"	"2017"	"2017"	"55-59 years"	"55-59"	22	332317	6.6
	"Cervix Uteri"	"27010"	"New York"	"36"	"2017"	"2017"	"45-49 years"	"45-49"	20	652637	3.1
	"Cervix Uteri"	"27010"	"New York"	"36"	"2017"	"2017"	"50-54 years"	"50-54"	29	696844	4.2
	"Cervix Uteri"	"27010"	"New York"	"36"	"2017"	"2017"	"55-59 years"	"55-59"	28	707219	4.0
	"Cervix Uteri"	"27010"	"New York"	"36"	"2017"	"2017"	"60-64 years "	"60-64"	20	636532	3.1
	"Cervix Uteri"	"27010"	"New York"	"36"	"2017"	"2017"	"65-69 years"	"65-69"	29	541115	5.4
	"Cervix Uteri"	"27010"	"New York"	"36"	"2017"	"2017"	"70-74 years"	"70-74"	46	421542	10.9
	"Cervix Uteri"	"27010"	"New York"	"36"	"2017"	"2017"	"75-79 years"	"75-79"	23	306297	7.5
	"Cervix Uteri"	"27010"	"New York"	"36"	"2017"	"2017"	"80-84 years"	"80-84"	18	227792	7.9
	"Cervix Uteri"	"27010"	"New York"	"36"	"2017"	"2017"	"85+ years"	"85+"	16	301557	5.3
	"Cervix Uteri"	"27010"	"New York"	"36"	"2019"	"2019"	"35-39 years"	"35-39"	16	642101	2.5
	"Cervix Uteri"	"27010"	"New York"	"36"	"2019"	"2019"	"40-44 years"	"40-44"	17	589526	2.9
	"Cervix Uteri"	"27010"	"New York"	"36"	"2019"	"2019"	"50-54 years"	"50-54"	19	656788	2.9
	"Cervix Uteri"	"27010"	"New York"	"36"	"2019"	"2019"	"55-59 years"	"55-59"	19	699982	2.7
	"Cervix Uteri"	"27010"	"New York"	"36"	"2019"	"2019"	"60-64 years "	"60-64"	31	653612	4.7
	"Cervix Uteri"	"27010"	"New York"	"36"	"2019"	"2019"	"65-69 years"	"65-69"	28	551794	5.1
	"Cervix Uteri"	"27010"	"New York"	"36"	"2019"	"2019"	"70-74 years"	"70-74"	16	454732	3.5
	"Cervix Uteri"	"27010"	"New York"	"36"	"2019"	"2019"	"75-79 years"	"75-79"	18	329691	5.5
	"Cervix Uteri"	"27010"	"North Carolina"	"37"	"2017"	"2017"	"55-59 years"	"55-59"	19	359474	5.3
	"Cervix Uteri"	"27010"	"North Carolina"	"37"	"2017"	"2017"	"60-64 years "	"60-64"	16	336035	4.8
	"Cervix Uteri"	"27010"	"Ohio"	"39"	"2017"	"2017"	"50-54 years"	"50-54"	20	394037	5.1
	"Cervix Uteri"	"27010"	"Ohio"	"39"	"2017"	"2017"	"55-59 years"	"55-59"	23	429710	5.4
	"Cervix Uteri"	"27010"	"Ohio"	"39"	"2017"	"2017"	"60-64 years "	"60-64"	18	401684	4.5
	"Cervix Uteri"	"27010"	"Ohio"	"39"	"2017"	"2017"	"65-69 years"	"65-69"	25	341017	7.3
	"Cervix Uteri"	"27010"	"Ohio"	"39"	"2019"	"2019"	"50-54 years"	"50-54"	24	371783	6.5
	"Cervix Uteri"	"27010"	"Ohio"	"39"	"2019"	"2019"	"55-59 years"	"55-59"	16	414756	3.9
	"Cervix Uteri"	"27010"	"Ohio"	"39"	"2019"	"2019"	"60-64 years "	"60-64"	28	413355	6.8
	"Cervix Uteri"	"27010"	"Ohio"	"39"	"2019"	"2019"	"65-69 years"	"65-69"	19	351133	5.4
	"Cervix Uteri"	"27010"	"Ohio"	"39"	"2019"	"2019"	"70-74 years"	"70-74"	22	281657	7.8
	"Cervix Uteri"	"27010"	"Pennsylvania"	"42"	"2017"	"2017"	"50-54 years"	"50-54"	20	447425	4.5
	"Cervix Uteri"	"27010"	"Pennsylvania"	"42"	"2017"	"2017"	"55-59 years"	"55-59"	18	480565	3.7
	"Cervix Uteri"	"27010"	"Pennsylvania"	"42"	"2017"	"2017"	"60-64 years "	"60-64"	20	451865	4.4
	"Cervix Uteri"	"27010"	"Pennsylvania"	"42"	"2017"	"2017"	"65-69 years"	"65-69"	22	381868	5.8
	"Cervix Uteri"	"27010"	"Pennsylvania"	"42"	"2019"	"2019"	"55-59 years"	"55-59"	26	466559	5.6
	"Cervix Uteri"	"27010"	"Tennessee"	"47"	"2019"	"2019"	"45-49 years"	"45-49"	18	223032	8.1
	"Cervix Uteri"	"27010"	"Texas"	"48"	"2017"	"2017"	"30-34 years"	"30-34"	29	1013271	2.9
	"Cervix Uteri"	"27010"	"Texas"	"48"	"2017"	"2017"	"35-39 years"	"35-39"	43	984049	4.4
	"Cervix Uteri"	"27010"	"Texas"	"48"	"2017"	"2017"	"40-44 years"	"40-44"	37	917293	4.0
	"Cervix Uteri"	"27010"	"Texas"	"48"	"2017"	"2017"	"45-49 years"	"45-49"	47	914733	5.1
	"Cervix Uteri"	"27010"	"Texas"	"48"	"2017"	"2017"	"50-54 years"	"50-54"	39	865717	4.5
	"Cervix Uteri"	"27010"	"Texas"	"48"	"2017"	"2017"	"55-59 years"	"55-59"	44	864495	5.1
	"Cervix Uteri"	"27010"	"Texas"	"48"	"2017"	"2017"	"60-64 years "	"60-64"	57	769423	7.4
	"Cervix Uteri"	"27010"	"Texas"	"48"	"2017"	"2017"	"65-69 years"	"65-69"	39	631394	6.2
	"Cervix Uteri"	"27010"	"Texas"	"48"	"2017"	"2017"	"70-74 years"	"70-74"	21	477223	4.4
	"Cervix Uteri"	"27010"	"Texas"	"48"	"2017"	"2017"	"75-79 years"	"75-79"	21	326500	6.4
	"Cervix Uteri"	"27010"	"Texas"	"48"	"2017"	"2017"	"80-84 years"	"80-84"	21	230185	9.1
	"Cervix Uteri"	"27010"	"Texas"	"48"	"2017"	"2017"	"85+ years"	"85+"	22	249957	8.8
	"Cervix Uteri"	"27010"	"Texas"	"48"	"2019"	"2019"	"30-34 years"	"30-34"	18	1036066	1.7
	"Cervix Uteri"	"27010"	"Texas"	"48"	"2019"	"2019"	"35-39 years"	"35-39"	29	1025618	2.8
	"Cervix Uteri"	"27010"	"Texas"	"48"	"2019"	"2019"	"40-44 years"	"40-44"	44	938570	4.7
	"Cervix Uteri"	"27010"	"Texas"	"48"	"2019"	"2019"	"45-49 years"	"45-49"	55	932753	5.9
	"Cervix Uteri"	"27010"	"Texas"	"48"	"2019"	"2019"	"50-54 years"	"50-54"	48	856123	5.6
	"Cervix Uteri"	"27010"	"Texas"	"48"	"2019"	"2019"	"55-59 years"	"55-59"	36	877447	4.1
	"Cervix Uteri"	"27010"	"Texas"	"48"	"2019"	"2019"	"60-64 years "	"60-64"	46	803516	5.7
	"Cervix Uteri"	"27010"	"Texas"	"48"	"2019"	"2019"	"65-69 years"	"65-69"	39	670181	5.8
	"Cervix Uteri"	"27010"	"Texas"	"48"	"2019"	"2019"	"70-74 years"	"70-74"	19	527996	3.6
	"Cervix Uteri"	"27010"	"Texas"	"48"	"2019"	"2019"	"75-79 years"	"75-79"	22	363942	6.0
	"Cervix Uteri"	"27010"	"Texas"	"48"	"2019"	"2019"	"85+ years"	"85+"	21	256745	8.2
	"Cervix Uteri"	"27010"	"Virginia"	"51"	"2019"	"2019"	"55-59 years"	"55-59"	16	300525	5.3
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2017"	"2017"	"40-44 years"	"40-44"	20	289396	6.9
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2017"	"2017"	"45-49 years"	"45-49"	34	313576	10.8
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2017"	"2017"	"50-54 years"	"50-54"	50	322933	15.5
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2017"	"2017"	"55-59 years"	"55-59"	97	337496	28.7
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2017"	"2017"	"60-64 years "	"60-64"	115	313427	36.7
	"Colon and Rectum"	"21041-21052"	"Alabama"	"01"	"2017"	"2017"	"65-69 years"	"65-69"	127	268940	47.2
