"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	Deaths	Population	Age-Adjusted Rate	Crude Rate
	"Kidney and Renal Pelvis"	"29020"	"Massachusetts"	"25"	"2019"	"2019"	"Male"	"M"	151	3346503	3.9	4.5
	"Kidney and Renal Pelvis"	"29020"	"Michigan"	"26"	"2017"	"2017"	"Female"	"F"	169	5064544	2.4	3.3
	"Kidney and Renal Pelvis"	"29020"	"Michigan"	"26"	"2017"	"2017"	"Male"	"M"	299	4912208	5.3	6.1
	"Kidney and Renal Pelvis"	"29020"	"Michigan"	"26"	"2019"	"2019"	"Female"	"F"	161	5066743	2.1	3.2
	"Kidney and Renal Pelvis"	"29020"	"Michigan"	"26"	"2019"	"2019"	"Male"	"M"	317	4918052	5.3	6.4
	"Kidney and Renal Pelvis"	"29020"	"Minnesota"	"27"	"2017"	"2017"	"Female"	"F"	69	2796520	1.8	2.5
	"Kidney and Renal Pelvis"	"29020"	"Minnesota"	"27"	"2017"	"2017"	"Male"	"M"	165	2772763	5.3	6.0
	"Kidney and Renal Pelvis"	"29020"	"Minnesota"	"27"	"2019"	"2019"	"Female"	"F"	80	2830663	2.1	2.8
	"Kidney and Renal Pelvis"	"29020"	"Minnesota"	"27"	"2019"	"2019"	"Male"	"M"	196	2809390	6.1	7.0
	"Kidney and Renal Pelvis"	"29020"	"Mississippi"	"28"	"2017"	"2017"	"Female"	"F"	56	1539672	2.8	3.6
	"Kidney and Renal Pelvis"	"29020"	"Mississippi"	"28"	"2017"	"2017"	"Male"	"M"	104	1451002	6.4	7.2
	"Kidney and Renal Pelvis"	"29020"	"Mississippi"	"28"	"2019"	"2019"	"Female"	"F"	57	1534587	2.7	3.7
	"Kidney and Renal Pelvis"	"29020"	"Mississippi"	"28"	"2019"	"2019"	"Male"	"M"	109	1443640	7.0	7.6
	"Kidney and Renal Pelvis"	"29020"	"Missouri"	"29"	"2017"	"2017"	"Female"	"F"	124	3111381	2.9	4.0
	"Kidney and Renal Pelvis"	"29020"	"Missouri"	"29"	"2017"	"2017"	"Male"	"M"	215	3000001	6.3	7.2
	"Kidney and Renal Pelvis"	"29020"	"Missouri"	"29"	"2019"	"2019"	"Female"	"F"	112	3127846	2.5	3.6
	"Kidney and Renal Pelvis"	"29020"	"Missouri"	"29"	"2019"	"2019"	"Male"	"M"	192	3012629	5.3	6.4
	"Kidney and Renal Pelvis"	"29020"	"Montana"	"30"	"2017"	"2017"	"Male"	"M"	34	530462	4.9	6.4
	"Kidney and Renal Pelvis"	"29020"	"Montana"	"30"	"2019"	"2019"	"Male"	"M"	50	538637	6.9	9.3
	"Kidney and Renal Pelvis"	"29020"	"Nebraska"	"31"	"2017"	"2017"	"Female"	"F"	43	960422	3.3	4.5
	"Kidney and Renal Pelvis"	"29020"	"Nebraska"	"31"	"2017"	"2017"	"Male"	"M"	68	956576	6.6	7.1
	"Kidney and Renal Pelvis"	"29020"	"Nebraska"	"31"	"2019"	"2019"	"Female"	"F"	38	967601	2.9	3.9
	"Kidney and Renal Pelvis"	"29020"	"Nebraska"	"31"	"2019"	"2019"	"Male"	"M"	66	964970	6.1	6.8
	"Kidney and Renal Pelvis"	"29020"	"Nevada"	"32"	"2017"	"2017"	"Female"	"F"	44	1480860	2.4	3.0
	"Kidney and Renal Pelvis"	"29020"	"Nevada"	"32"	"2017"	"2017"	"Male"	"M"	76	1491237	4.9	5.1
	"Kidney and Renal Pelvis"	"29020"	"Nevada"	"32"	"2019"	"2019"	"Female"	"F"	45	1541266	2.4	2.9
	"Kidney and Renal Pelvis"	"29020"	"Nevada"	"32"	"2019"	"2019"	"Male"	"M"	74	1549505	4.3	4.8
	"Kidney and Renal Pelvis"	"29020"	"New Hampshire"	"33"	"2017"	"2017"	"Female"	"F"	24	681670	2.4	3.5
	"Kidney and Renal Pelvis"	"29020"	"New Hampshire"	"33"	"2017"	"2017"	"Male"	"M"	34	668725	4.1	5.1
	"Kidney and Renal Pelvis"	"29020"	"New Hampshire"	"33"	"2019"	"2019"	"Female"	"F"	20	686814	1.9	2.9
	"Kidney and Renal Pelvis"	"29020"	"New Hampshire"	"33"	"2019"	"2019"	"Male"	"M"	44	673969	5.1	6.5
	"Kidney and Renal Pelvis"	"29020"	"New Jersey"	"34"	"2017"	"2017"	"Female"	"F"	113	4547537	1.7	2.5
	"Kidney and Renal Pelvis"	"29020"	"New Jersey"	"34"	"2017"	"2017"	"Male"	"M"	209	4340610	4.3	4.8
	"Kidney and Renal Pelvis"	"29020"	"New Jersey"	"34"	"2019"	"2019"	"Female"	"F"	113	4545698	1.7	2.5
	"Kidney and Renal Pelvis"	"29020"	"New Jersey"	"34"	"2019"	"2019"	"Male"	"M"	193	4345560	3.9	4.4
	"Kidney and Renal Pelvis"	"29020"	"New Mexico"	"35"	"2017"	"2017"	"Female"	"F"	37	1056754	2.6	3.5
	"Kidney and Renal Pelvis"	"29020"	"New Mexico"	"35"	"2017"	"2017"	"Male"	"M"	59	1036090	4.8	5.7
	"Kidney and Renal Pelvis"	"29020"	"New Mexico"	"35"	"2019"	"2019"	"Female"	"F"	47	1060654	3.1	4.4
	"Kidney and Renal Pelvis"	"29020"	"New Mexico"	"35"	"2019"	"2019"	"Male"	"M"	74	1038980	6.0	7.1
	"Kidney and Renal Pelvis"	"29020"	"New York"	"36"	"2017"	"2017"	"Female"	"F"	241	10080806	1.7	2.4
	"Kidney and Renal Pelvis"	"29020"	"New York"	"36"	"2017"	"2017"	"Male"	"M"	437	9513043	4.2	4.6
	"Kidney and Renal Pelvis"	"29020"	"New York"	"36"	"2019"	"2019"	"Female"	"F"	244	10012065	1.7	2.4
	"Kidney and Renal Pelvis"	"29020"	"New York"	"36"	"2019"	"2019"	"Male"	"M"	398	9451066	3.5	4.2
	"Kidney and Renal Pelvis"	"29020"	"North Carolina"	"37"	"2017"	"2017"	"Female"	"F"	175	5274812	2.5	3.3
	"Kidney and Renal Pelvis"	"29020"	"North Carolina"	"37"	"2017"	"2017"	"Male"	"M"	284	5000946	5.3	5.7
	"Kidney and Renal Pelvis"	"29020"	"North Carolina"	"37"	"2019"	"2019"	"Female"	"F"	164	5393755	2.2	3.0
	"Kidney and Renal Pelvis"	"29020"	"North Carolina"	"37"	"2019"	"2019"	"Male"	"M"	337	5107629	5.9	6.6
	"Kidney and Renal Pelvis"	"29020"	"North Dakota"	"38"	"2017"	"2017"	"Male"	"M"	20	387723	4.9	5.2
	"Kidney and Renal Pelvis"	"29020"	"North Dakota"	"38"	"2019"	"2019"	"Male"	"M"	18	391046	4.0	4.6
	"Kidney and Renal Pelvis"	"29020"	"Ohio"	"39"	"2017"	"2017"	"Female"	"F"	236	5949075	2.8	4.0
	"Kidney and Renal Pelvis"	"29020"	"Ohio"	"39"	"2017"	"2017"	"Male"	"M"	362	5716631	5.5	6.3
	"Kidney and Renal Pelvis"	"29020"	"Ohio"	"39"	"2019"	"2019"	"Female"	"F"	220	5962634	2.6	3.7
	"Kidney and Renal Pelvis"	"29020"	"Ohio"	"39"	"2019"	"2019"	"Male"	"M"	346	5733873	5.1	6.0
	"Kidney and Renal Pelvis"	"29020"	"Oklahoma"	"40"	"2017"	"2017"	"Female"	"F"	79	1984912	3.0	4.0
	"Kidney and Renal Pelvis"	"29020"	"Oklahoma"	"40"	"2017"	"2017"	"Male"	"M"	150	1948690	6.9	7.7
	"Kidney and Renal Pelvis"	"29020"	"Oklahoma"	"40"	"2019"	"2019"	"Female"	"F"	70	1999160	2.7	3.5
	"Kidney and Renal Pelvis"	"29020"	"Oklahoma"	"40"	"2019"	"2019"	"Male"	"M"	134	1961516	5.9	6.8
	"Kidney and Renal Pelvis"	"29020"	"Oregon"	"41"	"2017"	"2017"	"Female"	"F"	59	2091485	2.1	2.8
	"Kidney and Renal Pelvis"	"29020"	"Oregon"	"41"	"2017"	"2017"	"Male"	"M"	131	2055809	5.5	6.4
	"Kidney and Renal Pelvis"	"29020"	"Oregon"	"41"	"2019"	"2019"	"Female"	"F"	69	2126006	2.3	3.2
	"Kidney and Renal Pelvis"	"29020"	"Oregon"	"41"	"2019"	"2019"	"Male"	"M"	138	2090110	5.3	6.6
	"Kidney and Renal Pelvis"	"29020"	"Pennsylvania"	"42"	"2017"	"2017"	"Female"	"F"	229	6528507	2.3	3.5
	"Kidney and Renal Pelvis"	"29020"	"Pennsylvania"	"42"	"2017"	"2017"	"Male"	"M"	392	6266172	5.1	6.3
	"Kidney and Renal Pelvis"	"29020"	"Pennsylvania"	"42"	"2019"	"2019"	"Female"	"F"	226	6526489	2.2	3.5
	"Kidney and Renal Pelvis"	"29020"	"Pennsylvania"	"42"	"2019"	"2019"	"Male"	"M"	381	6272394	4.8	6.1
	"Kidney and Renal Pelvis"	"29020"	"Rhode Island"	"44"	"2017"	"2017"	"Female"	"F"	21	542884	2.6	3.9
	"Kidney and Renal Pelvis"	"29020"	"Rhode Island"	"44"	"2017"	"2017"	"Male"	"M"	29	513670	5.2	5.6
	"Kidney and Renal Pelvis"	"29020"	"Rhode Island"	"44"	"2019"	"2019"	"Male"	"M"	30	514961	4.9	5.8
	"Kidney and Renal Pelvis"	"29020"	"South Carolina"	"45"	"2017"	"2017"	"Female"	"F"	70	2588374	2.0	2.7
	"Kidney and Renal Pelvis"	"29020"	"South Carolina"	"45"	"2017"	"2017"	"Male"	"M"	140	2438728	5.0	5.7
	"Kidney and Renal Pelvis"	"29020"	"South Carolina"	"45"	"2019"	"2019"	"Female"	"F"	75	2659704	2.0	2.8
	"Kidney and Renal Pelvis"	"29020"	"South Carolina"	"45"	"2019"	"2019"	"Male"	"M"	174	2497998	5.7	7.0
	"Kidney and Renal Pelvis"	"29020"	"South Dakota"	"46"	"2017"	"2017"	"Male"	"M"	29	440841	5.6	6.6
	"Kidney and Renal Pelvis"	"29020"	"South Dakota"	"46"	"2019"	"2019"	"Female"	"F"	21	439553	3.2	4.8
	"Kidney and Renal Pelvis"	"29020"	"South Dakota"	"46"	"2019"	"2019"	"Male"	"M"	43	447574	7.7	9.6
	"Kidney and Renal Pelvis"	"29020"	"Tennessee"	"47"	"2017"	"2017"	"Female"	"F"	115	3438006	2.5	3.3
	"Kidney and Renal Pelvis"	"29020"	"Tennessee"	"47"	"2017"	"2017"	"Male"	"M"	223	3276742	6.0	6.8
	"Kidney and Renal Pelvis"	"29020"	"Tennessee"	"47"	"2019"	"2019"	"Female"	"F"	110	3498429	2.3	3.1
	"Kidney and Renal Pelvis"	"29020"	"Tennessee"	"47"	"2019"	"2019"	"Male"	"M"	219	3331896	5.7	6.6
	"Kidney and Renal Pelvis"	"29020"	"Texas"	"48"	"2017"	"2017"	"Female"	"F"	384	14238026	2.5	2.7
	"Kidney and Renal Pelvis"	"29020"	"Texas"	"48"	"2017"	"2017"	"Male"	"M"	749	14052998	6.0	5.3
	"Kidney and Renal Pelvis"	"29020"	"Texas"	"48"	"2019"	"2019"	"Female"	"F"	394	14591903	2.5	2.7
	"Kidney and Renal Pelvis"	"29020"	"Texas"	"48"	"2019"	"2019"	"Male"	"M"	775	14394891	5.9	5.4
	"Kidney and Renal Pelvis"	"29020"	"Utah"	"49"	"2017"	"2017"	"Female"	"F"	32	1540562	2.3	2.1
	"Kidney and Renal Pelvis"	"29020"	"Utah"	"49"	"2017"	"2017"	"Male"	"M"	47	1562978	3.7	3.0
	"Kidney and Renal Pelvis"	"29020"	"Utah"	"49"	"2019"	"2019"	"Female"	"F"	29	1589845	2.0	1.8
	"Kidney and Renal Pelvis"	"29020"	"Utah"	"49"	"2019"	"2019"	"Male"	"M"	51	1613538	3.8	3.2
	"Kidney and Renal Pelvis"	"29020"	"Vermont"	"50"	"2017"	"2017"	"Male"	"M"	26	308694	6.8	8.4
	"Kidney and Renal Pelvis"	"29020"	"Vermont"	"50"	"2019"	"2019"	"Male"	"M"	26	308308	5.5	8.4
	"Kidney and Renal Pelvis"	"29020"	"Virginia"	"51"	"2017"	"2017"	"Female"	"F"	110	4302531	2.0	2.6
	"Kidney and Renal Pelvis"	"29020"	"Virginia"	"51"	"2017"	"2017"	"Male"	"M"	202	4168480	4.6	4.8
	"Kidney and Renal Pelvis"	"29020"	"Virginia"	"51"	"2019"	"2019"	"Female"	"F"	109	4345858	1.9	2.5
	"Kidney and Renal Pelvis"	"29020"	"Virginia"	"51"	"2019"	"2019"	"Male"	"M"	252	4210784	5.4	6.0
	"Kidney and Renal Pelvis"	"29020"	"Washington"	"53"	"2017"	"2017"	"Female"	"F"	106	3712553	2.3	2.9
	"Kidney and Renal Pelvis"	"29020"	"Washington"	"53"	"2017"	"2017"	"Male"	"M"	179	3715398	4.6	4.8
	"Kidney and Renal Pelvis"	"29020"	"Washington"	"53"	"2019"	"2019"	"Female"	"F"	104	3802546	2.2	2.7
	"Kidney and Renal Pelvis"	"29020"	"Washington"	"53"	"2019"	"2019"	"Male"	"M"	207	3811478	5.1	5.4
	"Kidney and Renal Pelvis"	"29020"	"West Virginia"	"54"	"2017"	"2017"	"Female"	"F"	45	918498	3.1	4.9
	"Kidney and Renal Pelvis"	"29020"	"West Virginia"	"54"	"2017"	"2017"	"Male"	"M"	70	900185	6.0	7.8
	"Kidney and Renal Pelvis"	"29020"	"West Virginia"	"54"	"2019"	"2019"	"Female"	"F"	35	906103	2.5	3.9
	"Kidney and Renal Pelvis"	"29020"	"West Virginia"	"54"	"2019"	"2019"	"Male"	"M"	80	889160	6.8	9.0
	"Kidney and Renal Pelvis"	"29020"	"Wisconsin"	"55"	"2017"	"2017"	"Female"	"F"	100	2911984	2.6	3.4
	"Kidney and Renal Pelvis"	"29020"	"Wisconsin"	"55"	"2017"	"2017"	"Male"	"M"	185	2881163	5.5	6.4
	"Kidney and Renal Pelvis"	"29020"	"Wisconsin"	"55"	"2019"	"2019"	"Female"	"F"	89	2925732	2.1	3.0
	"Kidney and Renal Pelvis"	"29020"	"Wisconsin"	"55"	"2019"	"2019"	"Male"	"M"	200	2898849	5.7	6.9
	"Kidney and Renal Pelvis"	"29020"	"Wyoming"	"56"	"2017"	"2017"	"Male"	"M"	29	295879	8.9	9.8
	"Kidney and Renal Pelvis"	"29020"	"Wyoming"	"56"	"2019"	"2019"	"Male"	"M"	25	295710	6.8	8.5
	"Larynx"	"22020"	"Alabama"	"01"	"2017"	"2017"	"Female"	"F"	19	2517486	0.6	0.8
	"Larynx"	"22020"	"Alabama"	"01"	"2017"	"2017"	"Male"	"M"	56	2360503	1.9	2.4
	"Larynx"	"22020"	"Alabama"	"01"	"2019"	"2019"	"Female"	"F"	19	2536133	0.5	0.7
	"Larynx"	"22020"	"Alabama"	"01"	"2019"	"2019"	"Male"	"M"	59	2371832	1.9	2.5
	"Larynx"	"22020"	"Arizona"	"04"	"2017"	"2017"	"Male"	"M"	57	3502772	1.3	1.6
	"Larynx"	"22020"	"Arizona"	"04"	"2019"	"2019"	"Male"	"M"	48	3622802	1.0	1.3
	"Larynx"	"22020"	"Arkansas"	"05"	"2017"	"2017"	"Male"	"M"	41	1475907	2.3	2.8
	"Larynx"	"22020"	"Arkansas"	"05"	"2019"	"2019"	"Male"	"M"	37	1482909	1.9	2.5
	"Larynx"	"22020"	"California"	"06"	"2017"	"2017"	"Female"	"F"	52	19783962	0.2	0.3
	"Larynx"	"22020"	"California"	"06"	"2017"	"2017"	"Male"	"M"	197	19553823	1.0	1.0
	"Larynx"	"22020"	"California"	"06"	"2019"	"2019"	"Female"	"F"	52	19829085	0.2	0.3
	"Larynx"	"22020"	"California"	"06"	"2019"	"2019"	"Male"	"M"	232	19608525	1.1	1.2
	"Larynx"	"22020"	"Colorado"	"08"	"2017"	"2017"	"Male"	"M"	26	2827772	1.0	0.9
	"Larynx"	"22020"	"Colorado"	"08"	"2019"	"2019"	"Male"	"M"	30	2900876	1.0	1.0
	"Larynx"	"22020"	"Connecticut"	"09"	"2017"	"2017"	"Male"	"M"	32	1743821	1.6	1.8
	"Larynx"	"22020"	"Connecticut"	"09"	"2019"	"2019"	"Male"	"M"	19	1739032	0.9	1.1
	"Larynx"	"22020"	"Florida"	"12"	"2017"	"2017"	"Female"	"F"	54	10720663	0.3	0.5
	"Larynx"	"22020"	"Florida"	"12"	"2017"	"2017"	"Male"	"M"	301	10256426	2.1	2.9
	"Larynx"	"22020"	"Florida"	"12"	"2019"	"2019"	"Female"	"F"	78	10987074	0.4	0.7
	"Larynx"	"22020"	"Florida"	"12"	"2019"	"2019"	"Male"	"M"	254	10504982	1.6	2.4
	"Larynx"	"22020"	"Georgia"	"13"	"2017"	"2017"	"Female"	"F"	27	5349075	0.4	0.5
	"Larynx"	"22020"	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	95	5067956	1.9	1.9
	"Larynx"	"22020"	"Georgia"	"13"	"2019"	"2019"	"Female"	"F"	26	5462335	0.4	0.5
	"Larynx"	"22020"	"Georgia"	"13"	"2019"	"2019"	"Male"	"M"	99	5165685	1.8	1.9
	"Larynx"	"22020"	"Illinois"	"17"	"2017"	"2017"	"Female"	"F"	34	6501339	0.4	0.5
	"Larynx"	"22020"	"Illinois"	"17"	"2017"	"2017"	"Male"	"M"	118	6278554	1.7	1.9
	"Larynx"	"22020"	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	42	6443120	0.5	0.7
	"Larynx"	"22020"	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	137	6223897	1.8	2.2
	"Larynx"	"22020"	"Indiana"	"18"	"2017"	"2017"	"Male"	"M"	64	3283972	1.7	1.9
	"Larynx"	"22020"	"Indiana"	"18"	"2019"	"2019"	"Female"	"F"	16	3411571	0.3	0.5
	"Larynx"	"22020"	"Indiana"	"18"	"2019"	"2019"	"Male"	"M"	69	3319439	1.8	2.1
	"Larynx"	"22020"	"Iowa"	"19"	"2017"	"2017"	"Male"	"M"	36	1563872	1.9	2.3
	"Larynx"	"22020"	"Iowa"	"19"	"2019"	"2019"	"Male"	"M"	31	1572960	1.7	2.0
	"Larynx"	"22020"	"Kansas"	"20"	"2017"	"2017"	"Male"	"M"	19	1450416	1.2	1.3
	"Larynx"	"22020"	"Kansas"	"20"	"2019"	"2019"	"Male"	"M"	29	1450555	1.6	2.0
	"Larynx"	"22020"	"Kentucky"	"21"	"2017"	"2017"	"Female"	"F"	20	2260311	0.7	0.9
	"Larynx"	"22020"	"Kentucky"	"21"	"2017"	"2017"	"Male"	"M"	61	2195279	2.3	2.8
	"Larynx"	"22020"	"Kentucky"	"21"	"2019"	"2019"	"Male"	"M"	63	2203309	2.4	2.9
	"Larynx"	"22020"	"Louisiana"	"22"	"2017"	"2017"	"Male"	"M"	54	2283039	2.2	2.4
	"Larynx"	"22020"	"Louisiana"	"22"	"2019"	"2019"	"Female"	"F"	17	2385969	0.5	0.7
	"Larynx"	"22020"	"Louisiana"	"22"	"2019"	"2019"	"Male"	"M"	61	2272316	2.3	2.7
	"Larynx"	"22020"	"Maine"	"23"	"2017"	"2017"	"Male"	"M"	20	654184	2.2	3.1
	"Larynx"	"22020"	"Maryland"	"24"	"2017"	"2017"	"Male"	"M"	43	2921435	1.4	1.5
	"Larynx"	"22020"	"Maryland"	"24"	"2019"	"2019"	"Female"	"F"	21	3122480	0.5	0.7
	"Larynx"	"22020"	"Maryland"	"24"	"2019"	"2019"	"Male"	"M"	56	2932474	1.7	1.9
	"Larynx"	"22020"	"Massachusetts"	"25"	"2017"	"2017"	"Male"	"M"	59	3330954	1.6	1.8
	"Larynx"	"22020"	"Massachusetts"	"25"	"2019"	"2019"	"Male"	"M"	50	3346503	1.2	1.5
	"Larynx"	"22020"	"Michigan"	"26"	"2017"	"2017"	"Female"	"F"	31	5064544	0.4	0.6
	"Larynx"	"22020"	"Michigan"	"26"	"2017"	"2017"	"Male"	"M"	128	4912208	2.1	2.6
	"Larynx"	"22020"	"Michigan"	"26"	"2019"	"2019"	"Female"	"F"	27	5066743	0.3	0.5
	"Larynx"	"22020"	"Michigan"	"26"	"2019"	"2019"	"Male"	"M"	109	4918052	1.8	2.2
	"Larynx"	"22020"	"Minnesota"	"27"	"2017"	"2017"	"Male"	"M"	30	2772763	0.9	1.1
	"Larynx"	"22020"	"Minnesota"	"27"	"2019"	"2019"	"Male"	"M"	46	2809390	1.4	1.6
	"Larynx"	"22020"	"Mississippi"	"28"	"2017"	"2017"	"Male"	"M"	38	1451002	2.5	2.6
	"Larynx"	"22020"	"Mississippi"	"28"	"2019"	"2019"	"Male"	"M"	38	1443640	2.1	2.6
	"Larynx"	"22020"	"Missouri"	"29"	"2017"	"2017"	"Female"	"F"	17	3111381	0.4	0.5
	"Larynx"	"22020"	"Missouri"	"29"	"2017"	"2017"	"Male"	"M"	72	3000001	2.0	2.4
	"Larynx"	"22020"	"Missouri"	"29"	"2019"	"2019"	"Male"	"M"	77	3012629	1.9	2.6
	"Larynx"	"22020"	"Nebraska"	"31"	"2017"	"2017"	"Male"	"M"	20	956576	1.8	2.1
	"Larynx"	"22020"	"Nebraska"	"31"	"2019"	"2019"	"Male"	"M"	20	964970	1.8	2.1
	"Larynx"	"22020"	"Nevada"	"32"	"2017"	"2017"	"Male"	"M"	16	1491237	0.8	1.1
	"Larynx"	"22020"	"Nevada"	"32"	"2019"	"2019"	"Male"	"M"	26	1549505	1.5	1.7
	"Larynx"	"22020"	"New Jersey"	"34"	"2017"	"2017"	"Female"	"F"	23	4547537	0.3	0.5
	"Larynx"	"22020"	"New Jersey"	"34"	"2017"	"2017"	"Male"	"M"	65	4340610	1.3	1.5
	"Larynx"	"22020"	"New Jersey"	"34"	"2019"	"2019"	"Female"	"F"	20	4545698	0.3	0.4
	"Larynx"	"22020"	"New Jersey"	"34"	"2019"	"2019"	"Male"	"M"	98	4345560	1.8	2.3
	"Larynx"	"22020"	"New Mexico"	"35"	"2017"	"2017"	"Male"	"M"	18	1036090	1.5	1.7
	"Larynx"	"22020"	"New Mexico"	"35"	"2019"	"2019"	"Male"	"M"	21	1038980	1.6	2.0
	"Larynx"	"22020"	"New York"	"36"	"2017"	"2017"	"Female"	"F"	46	10080806	0.3	0.5
	"Larynx"	"22020"	"New York"	"36"	"2017"	"2017"	"Male"	"M"	158	9513043	1.4	1.7
	"Larynx"	"22020"	"New York"	"36"	"2019"	"2019"	"Female"	"F"	37	10012065	0.2	0.4
	"Larynx"	"22020"	"New York"	"36"	"2019"	"2019"	"Male"	"M"	157	9451066	1.3	1.7
	"Larynx"	"22020"	"North Carolina"	"37"	"2017"	"2017"	"Female"	"F"	26	5274812	0.4	0.5
	"Larynx"	"22020"	"North Carolina"	"37"	"2017"	"2017"	"Male"	"M"	111	5000946	1.9	2.2
	"Larynx"	"22020"	"North Carolina"	"37"	"2019"	"2019"	"Female"	"F"	25	5393755	0.3	0.5
	"Larynx"	"22020"	"North Carolina"	"37"	"2019"	"2019"	"Male"	"M"	102	5107629	1.7	2.0
	"Larynx"	"22020"	"Ohio"	"39"	"2017"	"2017"	"Female"	"F"	52	5949075	0.7	0.9
	"Larynx"	"22020"	"Ohio"	"39"	"2017"	"2017"	"Male"	"M"	135	5716631	1.9	2.4
	"Larynx"	"22020"	"Ohio"	"39"	"2019"	"2019"	"Female"	"F"	38	5962634	0.4	0.6
	"Larynx"	"22020"	"Ohio"	"39"	"2019"	"2019"	"Male"	"M"	141	5733873	2.0	2.5
	"Larynx"	"22020"	"Oklahoma"	"40"	"2017"	"2017"	"Male"	"M"	38	1948690	1.7	2.0
	"Larynx"	"22020"	"Oklahoma"	"40"	"2019"	"2019"	"Male"	"M"	42	1961516	1.9	2.1
	"Larynx"	"22020"	"Oregon"	"41"	"2017"	"2017"	"Male"	"M"	24	2055809	1.0	1.2
	"Larynx"	"22020"	"Oregon"	"41"	"2019"	"2019"	"Male"	"M"	28	2090110	1.0	1.3
	"Larynx"	"22020"	"Pennsylvania"	"42"	"2017"	"2017"	"Female"	"F"	41	6528507	0.4	0.6
	"Larynx"	"22020"	"Pennsylvania"	"42"	"2017"	"2017"	"Male"	"M"	142	6266172	1.8	2.3
	"Larynx"	"22020"	"Pennsylvania"	"42"	"2019"	"2019"	"Female"	"F"	36	6526489	0.4	0.6
	"Larynx"	"22020"	"Pennsylvania"	"42"	"2019"	"2019"	"Male"	"M"	149	6272394	1.7	2.4
	"Larynx"	"22020"	"South Carolina"	"45"	"2017"	"2017"	"Female"	"F"	17	2588374	0.5	0.7
	"Larynx"	"22020"	"South Carolina"	"45"	"2017"	"2017"	"Male"	"M"	78	2438728	2.5	3.2
	"Larynx"	"22020"	"South Carolina"	"45"	"2019"	"2019"	"Female"	"F"	16	2659704	0.4	0.6
	"Larynx"	"22020"	"South Carolina"	"45"	"2019"	"2019"	"Male"	"M"	55	2497998	1.7	2.2
	"Larynx"	"22020"	"Tennessee"	"47"	"2017"	"2017"	"Female"	"F"	21	3438006	0.4	0.6
	"Larynx"	"22020"	"Tennessee"	"47"	"2017"	"2017"	"Male"	"M"	85	3276742	2.1	2.6
	"Larynx"	"22020"	"Tennessee"	"47"	"2019"	"2019"	"Female"	"F"	21	3498429	0.4	0.6
	"Larynx"	"22020"	"Tennessee"	"47"	"2019"	"2019"	"Male"	"M"	101	3331896	2.5	3.0
	"Larynx"	"22020"	"Texas"	"48"	"2017"	"2017"	"Female"	"F"	47	14238026	0.3	0.3
	"Larynx"	"22020"	"Texas"	"48"	"2017"	"2017"	"Male"	"M"	190	14052998	1.5	1.4
	"Larynx"	"22020"	"Texas"	"48"	"2019"	"2019"	"Female"	"F"	57	14591903	0.3	0.4
	"Larynx"	"22020"	"Texas"	"48"	"2019"	"2019"	"Male"	"M"	228	14394891	1.7	1.6
	"Larynx"	"22020"	"Virginia"	"51"	"2017"	"2017"	"Male"	"M"	86	4168480	1.8	2.1
	"Larynx"	"22020"	"Virginia"	"51"	"2019"	"2019"	"Female"	"F"	20	4345858	0.3	0.5
	"Larynx"	"22020"	"Virginia"	"51"	"2019"	"2019"	"Male"	"M"	61	4210784	1.3	1.4
	"Larynx"	"22020"	"Washington"	"53"	"2017"	"2017"	"Male"	"M"	50	3715398	1.2	1.3
	"Larynx"	"22020"	"Washington"	"53"	"2019"	"2019"	"Male"	"M"	48	3811478	1.1	1.3
	"Larynx"	"22020"	"West Virginia"	"54"	"2017"	"2017"	"Male"	"M"	42	900185	3.2	4.7
	"Larynx"	"22020"	"West Virginia"	"54"	"2019"	"2019"	"Male"	"M"	34	889160	2.6	3.8
	"Larynx"	"22020"	"Wisconsin"	"55"	"2017"	"2017"	"Male"	"M"	63	2881163	1.7	2.2
	"Larynx"	"22020"	"Wisconsin"	"55"	"2019"	"2019"	"Female"	"F"	17	2925732	0.4	0.6
	"Larynx"	"22020"	"Wisconsin"	"55"	"2019"	"2019"	"Male"	"M"	54	2898849	1.5	1.9
	"Leukemias"	"35011-35043"	"Alabama"	"01"	"2017"	"2017"	"Female"	"F"	149	2517486	4.5	5.9
	"Leukemias"	"35011-35043"	"Alabama"	"01"	"2017"	"2017"	"Male"	"M"	205	2360503	7.9	8.7
	"Leukemias"	"35011-35043"	"Alabama"	"01"	"2019"	"2019"	"Female"	"F"	153	2536133	4.5	6.0
	"Leukemias"	"35011-35043"	"Alabama"	"01"	"2019"	"2019"	"Male"	"M"	195	2371832	7.5	8.2
	"Leukemias"	"35011-35043"	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	16	386986	4.9	4.1
	"Leukemias"	"35011-35043"	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	22	382813	7.6	5.7
	"Leukemias"	"35011-35043"	"Arizona"	"04"	"2017"	"2017"	"Female"	"F"	211	3545316	4.6	6.0
	"Leukemias"	"35011-35043"	"Arizona"	"04"	"2017"	"2017"	"Male"	"M"	290	3502772	7.3	8.3
