"Notes"	"Cancer Sites"	"Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Age-Adjusted Rate	Age-Adjusted Rate Lower 95% Confidence Interval	Age-Adjusted Rate Upper 95% Confidence Interval	Age-Adjusted Rate Standard Error
	"Colon excluding Rectum"	"21041-21049"	"Kansas"	"20"	"2019"	"2019"	351	2912635	9.7	8.7	10.9	0.5
	"Colon excluding Rectum"	"21041-21049"	"Kentucky"	"21"	"2017"	"2017"	709	4455590	13.3	12.3	14.4	0.5
	"Colon excluding Rectum"	"21041-21049"	"Kentucky"	"21"	"2019"	"2019"	682	4472345	12.2	11.3	13.2	0.5
	"Colon excluding Rectum"	"21041-21049"	"Louisiana"	"22"	"2017"	"2017"	728	4673673	13.5	12.5	14.5	0.5
	"Colon excluding Rectum"	"21041-21049"	"Louisiana"	"22"	"2019"	"2019"	687	4658285	12.2	11.3	13.2	0.5
	"Colon excluding Rectum"	"21041-21049"	"Maine"	"23"	"2017"	"2017"	180	1335743	9.3	8.0	10.8	0.7
	"Colon excluding Rectum"	"21041-21049"	"Maine"	"23"	"2019"	"2019"	200	1345770	9.7	8.4	11.3	0.7
	"Colon excluding Rectum"	"21041-21049"	"Maryland"	"24"	"2017"	"2017"	753	6028186	10.6	9.9	11.5	0.4
	"Colon excluding Rectum"	"21041-21049"	"Maryland"	"24"	"2019"	"2019"	749	6054954	10.2	9.5	11.0	0.4
	"Colon excluding Rectum"	"21041-21049"	"Massachusetts"	"25"	"2017"	"2017"	741	6863560	8.6	8.0	9.2	0.3
	"Colon excluding Rectum"	"21041-21049"	"Massachusetts"	"25"	"2019"	"2019"	738	6894883	8.3	7.7	8.9	0.3
	"Colon excluding Rectum"	"21041-21049"	"Michigan"	"26"	"2017"	"2017"	1355	9976752	10.7	10.2	11.3	0.3
	"Colon excluding Rectum"	"21041-21049"	"Michigan"	"26"	"2019"	"2019"	1358	9984795	10.4	9.8	11.0	0.3
	"Colon excluding Rectum"	"21041-21049"	"Minnesota"	"27"	"2017"	"2017"	596	5569283	9.0	8.2	9.7	0.4
	"Colon excluding Rectum"	"21041-21049"	"Minnesota"	"27"	"2019"	"2019"	576	5640053	8.1	7.5	8.8	0.3
	"Colon excluding Rectum"	"21041-21049"	"Mississippi"	"28"	"2017"	"2017"	498	2990674	13.8	12.6	15.1	0.6
	"Colon excluding Rectum"	"21041-21049"	"Mississippi"	"28"	"2019"	"2019"	514	2978227	14.2	13.0	15.5	0.6
	"Colon excluding Rectum"	"21041-21049"	"Missouri"	"29"	"2017"	"2017"	841	6111382	11.0	10.3	11.8	0.4
	"Colon excluding Rectum"	"21041-21049"	"Missouri"	"29"	"2019"	"2019"	811	6140475	10.3	9.6	11.0	0.4
	"Colon excluding Rectum"	"21041-21049"	"Montana"	"30"	"2017"	"2017"	124	1053862	8.9	7.4	10.7	0.8
	"Colon excluding Rectum"	"21041-21049"	"Montana"	"30"	"2019"	"2019"	138	1070123	9.5	7.9	11.3	0.8
	"Colon excluding Rectum"	"21041-21049"	"Nebraska"	"31"	"2017"	"2017"	244	1916998	10.5	9.2	12.0	0.7
	"Colon excluding Rectum"	"21041-21049"	"Nebraska"	"31"	"2019"	"2019"	277	1932571	11.7	10.3	13.2	0.7
	"Colon excluding Rectum"	"21041-21049"	"Nevada"	"32"	"2017"	"2017"	469	2972097	14.1	12.9	15.5	0.7
	"Colon excluding Rectum"	"21041-21049"	"Nevada"	"32"	"2019"	"2019"	387	3090771	10.7	9.6	11.9	0.6
	"Colon excluding Rectum"	"21041-21049"	"New Hampshire"	"33"	"2017"	"2017"	174	1350395	9.8	8.4	11.5	0.8
	"Colon excluding Rectum"	"21041-21049"	"New Hampshire"	"33"	"2019"	"2019"	167	1360783	8.9	7.5	10.4	0.7
	"Colon excluding Rectum"	"21041-21049"	"New Jersey"	"34"	"2017"	"2017"	1218	8888147	10.9	10.3	11.5	0.3
	"Colon excluding Rectum"	"21041-21049"	"New Jersey"	"34"	"2019"	"2019"	1128	8891258	9.8	9.2	10.4	0.3
	"Colon excluding Rectum"	"21041-21049"	"New Mexico"	"35"	"2017"	"2017"	271	2092844	10.6	9.4	12.0	0.7
	"Colon excluding Rectum"	"21041-21049"	"New Mexico"	"35"	"2019"	"2019"	225	2099634	8.4	7.3	9.6	0.6
	"Colon excluding Rectum"	"21041-21049"	"New York"	"36"	"2017"	"2017"	2524	19593849	10.3	9.8	10.7	0.2
	"Colon excluding Rectum"	"21041-21049"	"New York"	"36"	"2019"	"2019"	2259	19463131	8.9	8.6	9.3	0.2
	"Colon excluding Rectum"	"21041-21049"	"North Carolina"	"37"	"2017"	"2017"	1171	10275758	9.6	9.0	10.1	0.3
	"Colon excluding Rectum"	"21041-21049"	"North Carolina"	"37"	"2019"	"2019"	1223	10501384	9.5	9.0	10.1	0.3
	"Colon excluding Rectum"	"21041-21049"	"North Dakota"	"38"	"2017"	"2017"	79	756755	8.5	6.7	10.7	1.0
	"Colon excluding Rectum"	"21041-21049"	"North Dakota"	"38"	"2019"	"2019"	103	763724	11.1	9.0	13.6	1.1
	"Colon excluding Rectum"	"21041-21049"	"Ohio"	"39"	"2017"	"2017"	1747	11665706	11.8	11.3	12.4	0.3
	"Colon excluding Rectum"	"21041-21049"	"Ohio"	"39"	"2019"	"2019"	1678	11696507	10.9	10.4	11.5	0.3
	"Colon excluding Rectum"	"21041-21049"	"Oklahoma"	"40"	"2017"	"2017"	619	3933602	13.5	12.4	14.6	0.6
	"Colon excluding Rectum"	"21041-21049"	"Oklahoma"	"40"	"2019"	"2019"	571	3960676	12.3	11.3	13.3	0.5
	"Colon excluding Rectum"	"21041-21049"	"Oregon"	"41"	"2017"	"2017"	439	4147294	8.6	7.8	9.4	0.4
	"Colon excluding Rectum"	"21041-21049"	"Oregon"	"41"	"2019"	"2019"	476	4216116	8.9	8.1	9.7	0.4
	"Colon excluding Rectum"	"21041-21049"	"Pennsylvania"	"42"	"2017"	"2017"	1979	12794679	11.2	10.7	11.7	0.3
	"Colon excluding Rectum"	"21041-21049"	"Pennsylvania"	"42"	"2019"	"2019"	1809	12798883	10.1	9.7	10.6	0.2
	"Colon excluding Rectum"	"21041-21049"	"Rhode Island"	"44"	"2017"	"2017"	118	1056554	8.4	6.9	10.1	0.8
	"Colon excluding Rectum"	"21041-21049"	"Rhode Island"	"44"	"2019"	"2019"	124	1058158	8.7	7.2	10.5	0.8
	"Colon excluding Rectum"	"21041-21049"	"South Carolina"	"45"	"2017"	"2017"	704	5027102	11.1	10.2	11.9	0.4
	"Colon excluding Rectum"	"21041-21049"	"South Carolina"	"45"	"2019"	"2019"	679	5157702	10.3	9.5	11.1	0.4
	"Colon excluding Rectum"	"21041-21049"	"South Dakota"	"46"	"2017"	"2017"	125	873732	11.2	9.2	13.4	1.0
	"Colon excluding Rectum"	"21041-21049"	"South Dakota"	"46"	"2019"	"2019"	117	887127	10.9	9.0	13.2	1.1
	"Colon excluding Rectum"	"21041-21049"	"Tennessee"	"47"	"2017"	"2017"	989	6714748	12.0	11.2	12.8	0.4
	"Colon excluding Rectum"	"21041-21049"	"Tennessee"	"47"	"2019"	"2019"	956	6830325	11.4	10.7	12.2	0.4
	"Colon excluding Rectum"	"21041-21049"	"Texas"	"48"	"2017"	"2017"	3050	28291024	11.0	10.6	11.4	0.2
	"Colon excluding Rectum"	"21041-21049"	"Texas"	"48"	"2019"	"2019"	3247	28986794	11.1	10.7	11.5	0.2
	"Colon excluding Rectum"	"21041-21049"	"Utah"	"49"	"2017"	"2017"	222	3103540	8.5	7.4	9.8	0.6
	"Colon excluding Rectum"	"21041-21049"	"Utah"	"49"	"2019"	"2019"	256	3203383	9.2	8.1	10.5	0.6
	"Colon excluding Rectum"	"21041-21049"	"Vermont"	"50"	"2017"	"2017"	88	625132	10.9	8.6	13.5	1.2
	"Colon excluding Rectum"	"21041-21049"	"Vermont"	"50"	"2019"	"2019"	74	624046	8.4	6.5	10.7	1.0
	"Colon excluding Rectum"	"21041-21049"	"Virginia"	"51"	"2017"	"2017"	1058	8471011	10.9	10.2	11.5	0.3
	"Colon excluding Rectum"	"21041-21049"	"Virginia"	"51"	"2019"	"2019"	1028	8556642	10.0	9.4	10.6	0.3
	"Colon excluding Rectum"	"21041-21049"	"Washington"	"53"	"2017"	"2017"	782	7427951	9.4	8.7	10.1	0.3
	"Colon excluding Rectum"	"21041-21049"	"Washington"	"53"	"2019"	"2019"	790	7614024	8.9	8.3	9.6	0.3
	"Colon excluding Rectum"	"21041-21049"	"West Virginia"	"54"	"2017"	"2017"	317	1818683	12.4	11.0	13.9	0.7
	"Colon excluding Rectum"	"21041-21049"	"West Virginia"	"54"	"2019"	"2019"	339	1795263	12.7	11.4	14.2	0.7
	"Colon excluding Rectum"	"21041-21049"	"Wisconsin"	"55"	"2017"	"2017"	693	5793147	9.5	8.8	10.3	0.4
	"Colon excluding Rectum"	"21041-21049"	"Wisconsin"	"55"	"2019"	"2019"	673	5824581	8.9	8.2	9.6	0.4
	"Colon excluding Rectum"	"21041-21049"	"Wyoming"	"56"	"2017"	"2017"	58	579994	8.5	6.4	11.0	1.1
	"Colon excluding Rectum"	"21041-21049"	"Wyoming"	"56"	"2019"	"2019"	63	580116	8.6	6.6	11.2	1.1
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Alabama"	"01"	"2017"	"2017"	158	4877989	2.7	2.3	3.1	0.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Alabama"	"01"	"2019"	"2019"	146	4907965	2.3	1.9	2.7	0.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Alaska"	"02"	"2017"	"2017"	25	740983	3.6	2.2	5.4	0.8
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Alaska"	"02"	"2019"	"2019"	19	733603	3.0	1.8	4.8	0.7
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Arizona"	"04"	"2017"	"2017"	175	7048088	1.9	1.7	2.3	0.1
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Arizona"	"04"	"2019"	"2019"	206	7291843	2.3	2.0	2.6	0.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Arkansas"	"05"	"2017"	"2017"	108	3003855	2.9	2.4	3.6	0.3
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Arkansas"	"05"	"2019"	"2019"	119	3020985	3.1	2.5	3.7	0.3
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"California"	"06"	"2017"	"2017"	1129	39337785	2.6	2.4	2.7	0.1
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"California"	"06"	"2019"	"2019"	1098	39437610	2.4	2.3	2.6	0.1
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Colorado"	"08"	"2017"	"2017"	164	5617421	2.7	2.3	3.1	0.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Colorado"	"08"	"2019"	"2019"	162	5758486	2.6	2.2	3.0	0.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Connecticut"	"09"	"2017"	"2017"	107	3575324	2.3	1.9	2.8	0.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Connecticut"	"09"	"2019"	"2019"	123	3566022	2.5	2.1	3.0	0.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Delaware"	"10"	"2017"	"2017"	29	957942	2.3	1.5	3.4	0.4
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Delaware"	"10"	"2019"	"2019"	38	976668	2.8	2.0	3.9	0.5
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"District of Columbia"	"11"	"2017"	"2017"	24	697079	3.5	2.2	5.2	0.7
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"District of Columbia"	"11"	"2019"	"2019"	17	708253	2.6	1.5	4.2	0.6
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Florida"	"12"	"2017"	"2017"	656	20977089	2.2	2.0	2.4	0.1
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Florida"	"12"	"2019"	"2019"	655	21492056	2.2	2.0	2.3	0.1
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Georgia"	"13"	"2017"	"2017"	319	10417031	2.8	2.5	3.2	0.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Georgia"	"13"	"2019"	"2019"	271	10628020	2.3	2.0	2.6	0.1
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Hawaii"	"15"	"2017"	"2017"	50	1425763	2.6	1.9	3.5	0.4
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Hawaii"	"15"	"2019"	"2019"	68	1415615	3.6	2.7	4.6	0.4
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Idaho"	"16"	"2017"	"2017"	59	1719745	2.9	2.2	3.7	0.4
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Idaho"	"16"	"2019"	"2019"	60	1789060	2.9	2.2	3.8	0.4
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Illinois"	"17"	"2017"	"2017"	411	12779893	2.7	2.4	3.0	0.1
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Illinois"	"17"	"2019"	"2019"	460	12667017	2.9	2.7	3.2	0.1
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Indiana"	"18"	"2017"	"2017"	287	6662068	3.7	3.2	4.1	0.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Indiana"	"18"	"2019"	"2019"	265	6731010	3.3	2.9	3.7	0.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Iowa"	"19"	"2017"	"2017"	122	3143734	3.1	2.5	3.7	0.3
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Iowa"	"19"	"2019"	"2019"	109	3159596	2.7	2.2	3.3	0.3
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Kansas"	"20"	"2017"	"2017"	95	2910892	2.7	2.2	3.3	0.3
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Kansas"	"20"	"2019"	"2019"	98	2912635	2.8	2.3	3.5	0.3
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Kentucky"	"21"	"2017"	"2017"	177	4455590	3.3	2.9	3.9	0.3
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Kentucky"	"21"	"2019"	"2019"	206	4472345	3.6	3.1	4.2	0.3
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Louisiana"	"22"	"2017"	"2017"	175	4673673	3.2	2.7	3.7	0.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Louisiana"	"22"	"2019"	"2019"	188	4658285	3.4	2.9	3.9	0.3
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Maine"	"23"	"2017"	"2017"	62	1335743	3.2	2.4	4.1	0.4
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Maine"	"23"	"2019"	"2019"	50	1345770	2.9	2.1	3.9	0.4
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Maryland"	"24"	"2017"	"2017"	194	6028186	2.7	2.3	3.1	0.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Maryland"	"24"	"2019"	"2019"	218	6054954	2.9	2.5	3.3	0.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Massachusetts"	"25"	"2017"	"2017"	234	6863560	2.8	2.4	3.2	0.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Massachusetts"	"25"	"2019"	"2019"	221	6894883	2.5	2.2	2.9	0.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Michigan"	"26"	"2017"	"2017"	354	9976752	2.9	2.6	3.2	0.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Michigan"	"26"	"2019"	"2019"	350	9984795	2.7	2.4	3.0	0.1
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Minnesota"	"27"	"2017"	"2017"	192	5569283	2.8	2.4	3.3	0.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Minnesota"	"27"	"2019"	"2019"	208	5640053	3.0	2.6	3.5	0.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Mississippi"	"28"	"2017"	"2017"	117	2990674	3.3	2.7	4.0	0.3
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Mississippi"	"28"	"2019"	"2019"	127	2978227	3.5	2.9	4.2	0.3
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Missouri"	"29"	"2017"	"2017"	243	6111382	3.1	2.7	3.6	0.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Missouri"	"29"	"2019"	"2019"	241	6140475	3.1	2.7	3.5	0.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Montana"	"30"	"2017"	"2017"	45	1053862	3.3	2.4	4.5	0.5
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Montana"	"30"	"2019"	"2019"	38	1070123	2.7	1.9	3.8	0.5
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Nebraska"	"31"	"2017"	"2017"	68	1916998	3.0	2.3	3.9	0.4
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Nebraska"	"31"	"2019"	"2019"	63	1932571	2.8	2.1	3.6	0.4
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Nevada"	"32"	"2017"	"2017"	106	2972097	3.0	2.4	3.6	0.3
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Nevada"	"32"	"2019"	"2019"	92	3090771	2.5	2.0	3.1	0.3
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"New Hampshire"	"33"	"2017"	"2017"	61	1350395	3.2	2.4	4.2	0.4
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"New Hampshire"	"33"	"2019"	"2019"	43	1360783	2.3	1.7	3.2	0.4
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"New Jersey"	"34"	"2017"	"2017"	281	8888147	2.5	2.2	2.8	0.1
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"New Jersey"	"34"	"2019"	"2019"	273	8891258	2.4	2.1	2.7	0.1
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"New Mexico"	"35"	"2017"	"2017"	84	2092844	3.3	2.6	4.1	0.4
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"New Mexico"	"35"	"2019"	"2019"	74	2099634	2.7	2.1	3.4	0.3
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"New York"	"36"	"2017"	"2017"	630	19593849	2.6	2.4	2.8	0.1
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"New York"	"36"	"2019"	"2019"	585	19463131	2.3	2.1	2.5	0.1
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"North Carolina"	"37"	"2017"	"2017"	358	10275758	2.9	2.6	3.3	0.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"North Carolina"	"37"	"2019"	"2019"	399	10501384	3.1	2.8	3.4	0.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"North Dakota"	"38"	"2017"	"2017"	22	756755	2.5	1.5	3.8	0.5
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"North Dakota"	"38"	"2019"	"2019"	35	763724	3.9	2.7	5.5	0.7
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Ohio"	"39"	"2017"	"2017"	459	11665706	3.1	2.9	3.5	0.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Ohio"	"39"	"2019"	"2019"	440	11696507	2.9	2.6	3.2	0.1
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Oklahoma"	"40"	"2017"	"2017"	147	3933602	3.2	2.7	3.8	0.3
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Oklahoma"	"40"	"2019"	"2019"	149	3960676	3.1	2.6	3.7	0.3
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Oregon"	"41"	"2017"	"2017"	196	4147294	3.8	3.2	4.3	0.3
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Oregon"	"41"	"2019"	"2019"	193	4216116	3.5	3.0	4.0	0.3
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Pennsylvania"	"42"	"2017"	"2017"	506	12794679	3.0	2.7	3.2	0.1
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Pennsylvania"	"42"	"2019"	"2019"	511	12798883	2.9	2.6	3.2	0.1
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Rhode Island"	"44"	"2017"	"2017"	26	1056554	2.0	1.3	3.1	0.4
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Rhode Island"	"44"	"2019"	"2019"	44	1058158	3.0	2.2	4.2	0.5
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"South Carolina"	"45"	"2017"	"2017"	161	5027102	2.6	2.2	3.0	0.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"South Carolina"	"45"	"2019"	"2019"	199	5157702	3.0	2.6	3.5	0.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"South Dakota"	"46"	"2017"	"2017"	36	873732	3.2	2.2	4.4	0.5
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"South Dakota"	"46"	"2019"	"2019"	33	887127	2.8	1.9	4.0	0.5
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Tennessee"	"47"	"2017"	"2017"	239	6714748	2.9	2.6	3.4	0.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Tennessee"	"47"	"2019"	"2019"	302	6830325	3.6	3.2	4.0	0.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Texas"	"48"	"2017"	"2017"	781	28291024	2.8	2.6	3.0	0.1
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Texas"	"48"	"2019"	"2019"	781	28986794	2.7	2.5	2.9	0.1
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Utah"	"49"	"2017"	"2017"	50	3103540	1.9	1.4	2.5	0.3
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Utah"	"49"	"2019"	"2019"	65	3203383	2.2	1.7	2.9	0.3
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Vermont"	"50"	"2017"	"2017"	40	625132	4.5	3.2	6.3	0.8
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Vermont"	"50"	"2019"	"2019"	35	624046	4.0	2.7	5.7	0.7
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Virginia"	"51"	"2017"	"2017"	253	8471011	2.6	2.3	3.0	0.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Virginia"	"51"	"2019"	"2019"	288	8556642	2.8	2.5	3.2	0.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Washington"	"53"	"2017"	"2017"	264	7427951	3.1	2.7	3.5	0.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Washington"	"53"	"2019"	"2019"	281	7614024	3.1	2.8	3.5	0.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"West Virginia"	"54"	"2017"	"2017"	77	1818683	3.0	2.4	3.8	0.4
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"West Virginia"	"54"	"2019"	"2019"	84	1795263	3.2	2.5	4.0	0.4
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Wisconsin"	"55"	"2017"	"2017"	196	5793147	2.8	2.4	3.2	0.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Wisconsin"	"55"	"2019"	"2019"	223	5824581	3.0	2.6	3.4	0.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Wyoming"	"56"	"2019"	"2019"	26	580116	3.7	2.4	5.5	0.7
	"Anus, Anal Canal and Anorectum"	"21060"	"Alabama"	"01"	"2017"	"2017"	19	4877989	0.3	0.2	0.5	0.1
	"Anus, Anal Canal and Anorectum"	"21060"	"Alabama"	"01"	"2019"	"2019"	31	4907965	0.5	0.3	0.7	0.1
	"Anus, Anal Canal and Anorectum"	"21060"	"Arizona"	"04"	"2017"	"2017"	20	7048088	0.2	0.1	0.4	0.1
	"Anus, Anal Canal and Anorectum"	"21060"	"Arizona"	"04"	"2019"	"2019"	31	7291843	0.3	0.2	0.4	0.1
	"Anus, Anal Canal and Anorectum"	"21060"	"Arkansas"	"05"	"2019"	"2019"	16	3020985	0.5	0.3	0.8	0.1
	"Anus, Anal Canal and Anorectum"	"21060"	"California"	"06"	"2017"	"2017"	147	39337785	0.3	0.3	0.4	0.0
	"Anus, Anal Canal and Anorectum"	"21060"	"California"	"06"	"2019"	"2019"	152	39437610	0.3	0.3	0.4	0.0
	"Anus, Anal Canal and Anorectum"	"21060"	"Colorado"	"08"	"2017"	"2017"	21	5617421	0.3	0.2	0.5	0.1
	"Anus, Anal Canal and Anorectum"	"21060"	"Florida"	"12"	"2017"	"2017"	92	20977089	0.3	0.2	0.4	0.0
	"Anus, Anal Canal and Anorectum"	"21060"	"Florida"	"12"	"2019"	"2019"	103	21492056	0.3	0.3	0.4	0.0
	"Anus, Anal Canal and Anorectum"	"21060"	"Georgia"	"13"	"2017"	"2017"	36	10417031	0.3	0.2	0.4	0.1
	"Anus, Anal Canal and Anorectum"	"21060"	"Georgia"	"13"	"2019"	"2019"	46	10628020	0.4	0.3	0.5	0.1
	"Anus, Anal Canal and Anorectum"	"21060"	"Illinois"	"17"	"2017"	"2017"	40	12779893	0.3	0.2	0.3	0.0
	"Anus, Anal Canal and Anorectum"	"21060"	"Illinois"	"17"	"2019"	"2019"	49	12667017	0.3	0.2	0.4	0.0
	"Anus, Anal Canal and Anorectum"	"21060"	"Indiana"	"18"	"2017"	"2017"	23	6662068	0.3	0.2	0.5	0.1
	"Anus, Anal Canal and Anorectum"	"21060"	"Indiana"	"18"	"2019"	"2019"	28	6731010	0.4	0.2	0.5	0.1
	"Anus, Anal Canal and Anorectum"	"21060"	"Iowa"	"19"	"2019"	"2019"	19	3159596	0.5	0.3	0.8	0.1
	"Anus, Anal Canal and Anorectum"	"21060"	"Kansas"	"20"	"2019"	"2019"	18	2912635	0.5	0.3	0.8	0.1
	"Anus, Anal Canal and Anorectum"	"21060"	"Kentucky"	"21"	"2017"	"2017"	26	4455590	0.5	0.3	0.7	0.1
	"Anus, Anal Canal and Anorectum"	"21060"	"Kentucky"	"21"	"2019"	"2019"	20	4472345	0.4	0.2	0.6	0.1
	"Anus, Anal Canal and Anorectum"	"21060"	"Louisiana"	"22"	"2019"	"2019"	22	4658285	0.4	0.3	0.6	0.1
	"Anus, Anal Canal and Anorectum"	"21060"	"Maryland"	"24"	"2017"	"2017"	31	6028186	0.4	0.3	0.6	0.1
	"Anus, Anal Canal and Anorectum"	"21060"	"Maryland"	"24"	"2019"	"2019"	24	6054954	0.3	0.2	0.5	0.1
	"Anus, Anal Canal and Anorectum"	"21060"	"Massachusetts"	"25"	"2017"	"2017"	21	6863560	0.2	0.2	0.4	0.1
	"Anus, Anal Canal and Anorectum"	"21060"	"Massachusetts"	"25"	"2019"	"2019"	39	6894883	0.4	0.3	0.6	0.1
	"Anus, Anal Canal and Anorectum"	"21060"	"Michigan"	"26"	"2017"	"2017"	32	9976752	0.3	0.2	0.4	0.0
	"Anus, Anal Canal and Anorectum"	"21060"	"Michigan"	"26"	"2019"	"2019"	37	9984795	0.3	0.2	0.4	0.0
	"Anus, Anal Canal and Anorectum"	"21060"	"Minnesota"	"27"	"2019"	"2019"	22	5640053	0.3	0.2	0.4	0.1
	"Anus, Anal Canal and Anorectum"	"21060"	"Missouri"	"29"	"2017"	"2017"	29	6111382	0.4	0.2	0.5	0.1
	"Anus, Anal Canal and Anorectum"	"21060"	"Missouri"	"29"	"2019"	"2019"	29	6140475	0.4	0.2	0.5	0.1
	"Anus, Anal Canal and Anorectum"	"21060"	"New Jersey"	"34"	"2017"	"2017"	21	8888147	0.2	0.1	0.3	0.0
