"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Age-Adjusted Rate	Crude Rate
	"Myeloma"	"34000"	"Wyoming"	"56"	"2019"	"2019"	19	580116	2.7	3.3
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alabama"	"01"	"2017"	"2017"	302	4877989	5.1	6.2
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alabama"	"01"	"2019"	"2019"	295	4907965	4.7	6.0
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alaska"	"02"	"2017"	"2017"	33	740983	5.3	4.5
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alaska"	"02"	"2019"	"2019"	35	733603	5.8	4.8
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Arizona"	"04"	"2017"	"2017"	389	7048088	4.4	5.5
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Arizona"	"04"	"2019"	"2019"	409	7291843	4.3	5.6
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Arkansas"	"05"	"2017"	"2017"	194	3003855	5.3	6.5
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Arkansas"	"05"	"2019"	"2019"	198	3020985	5.2	6.6
	"Non-Hodgkin Lymphoma"	"33041-33042"	"California"	"06"	"2017"	"2017"	2222	39337785	5.2	5.6
	"Non-Hodgkin Lymphoma"	"33041-33042"	"California"	"06"	"2019"	"2019"	2165	39437610	4.8	5.5
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Colorado"	"08"	"2017"	"2017"	267	5617421	4.6	4.8
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Colorado"	"08"	"2019"	"2019"	270	5758486	4.4	4.7
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Connecticut"	"09"	"2017"	"2017"	238	3575324	5.1	6.7
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Connecticut"	"09"	"2019"	"2019"	221	3566022	4.5	6.2
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Delaware"	"10"	"2017"	"2017"	67	957942	5.5	7.0
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Delaware"	"10"	"2019"	"2019"	70	976668	5.1	7.2
	"Non-Hodgkin Lymphoma"	"33041-33042"	"District of Columbia"	"11"	"2017"	"2017"	35	697079	5.5	5.0
	"Non-Hodgkin Lymphoma"	"33041-33042"	"District of Columbia"	"11"	"2019"	"2019"	22	708253	3.1	3.1
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Florida"	"12"	"2017"	"2017"	1550	20977089	4.9	7.4
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Florida"	"12"	"2019"	"2019"	1552	21492056	4.7	7.2
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Georgia"	"13"	"2017"	"2017"	515	10417031	5.0	4.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Georgia"	"13"	"2019"	"2019"	520	10628020	4.7	4.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Hawaii"	"15"	"2017"	"2017"	86	1425763	4.5	6.0
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Hawaii"	"15"	"2019"	"2019"	111	1415615	5.6	7.8
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Idaho"	"16"	"2017"	"2017"	119	1719745	6.1	6.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Idaho"	"16"	"2019"	"2019"	105	1789060	5.0	5.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Illinois"	"17"	"2017"	"2017"	784	12779893	5.2	6.1
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Illinois"	"17"	"2019"	"2019"	834	12667017	5.4	6.6
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Indiana"	"18"	"2017"	"2017"	446	6662068	5.7	6.7
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Indiana"	"18"	"2019"	"2019"	464	6731010	5.7	6.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Iowa"	"19"	"2017"	"2017"	241	3143734	5.9	7.7
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Iowa"	"19"	"2019"	"2019"	241	3159596	5.6	7.6
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Kansas"	"20"	"2017"	"2017"	177	2910892	5.1	6.1
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Kansas"	"20"	"2019"	"2019"	213	2912635	5.8	7.3
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Kentucky"	"21"	"2017"	"2017"	340	4455590	6.3	7.6
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Kentucky"	"21"	"2019"	"2019"	321	4472345	5.9	7.2
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Louisiana"	"22"	"2017"	"2017"	277	4673673	5.3	5.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Louisiana"	"22"	"2019"	"2019"	299	4658285	5.4	6.4
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Maine"	"23"	"2017"	"2017"	120	1335743	6.1	9.0
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Maine"	"23"	"2019"	"2019"	117	1345770	5.5	8.7
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Maryland"	"24"	"2017"	"2017"	349	6028186	5.0	5.8
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Maryland"	"24"	"2019"	"2019"	331	6054954	4.6	5.5
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Massachusetts"	"25"	"2017"	"2017"	454	6863560	5.4	6.6
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Massachusetts"	"25"	"2019"	"2019"	390	6894883	4.5	5.7
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Michigan"	"26"	"2017"	"2017"	687	9976752	5.5	6.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Michigan"	"26"	"2019"	"2019"	776	9984795	6.0	7.8
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Minnesota"	"27"	"2017"	"2017"	420	5569283	6.2	7.5
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Minnesota"	"27"	"2019"	"2019"	418	5640053	6.0	7.4
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Mississippi"	"28"	"2017"	"2017"	161	2990674	4.7	5.4
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Mississippi"	"28"	"2019"	"2019"	170	2978227	4.9	5.7
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Missouri"	"29"	"2017"	"2017"	446	6111382	5.8	7.3
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Missouri"	"29"	"2019"	"2019"	423	6140475	5.2	6.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Montana"	"30"	"2017"	"2017"	85	1053862	6.3	8.1
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Montana"	"30"	"2019"	"2019"	58	1070123	4.0	5.4
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Nebraska"	"31"	"2017"	"2017"	135	1916998	6.0	7.0
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Nebraska"	"31"	"2019"	"2019"	120	1932571	5.1	6.2
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Nevada"	"32"	"2017"	"2017"	174	2972097	5.4	5.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Nevada"	"32"	"2019"	"2019"	201	3090771	5.6	6.5
	"Non-Hodgkin Lymphoma"	"33041-33042"	"New Hampshire"	"33"	"2017"	"2017"	92	1350395	5.4	6.8
	"Non-Hodgkin Lymphoma"	"33041-33042"	"New Hampshire"	"33"	"2019"	"2019"	94	1360783	4.8	6.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"New Jersey"	"34"	"2017"	"2017"	574	8888147	5.2	6.5
	"Non-Hodgkin Lymphoma"	"33041-33042"	"New Jersey"	"34"	"2019"	"2019"	501	8891258	4.4	5.6
	"Non-Hodgkin Lymphoma"	"33041-33042"	"New Mexico"	"35"	"2017"	"2017"	118	2092844	4.6	5.6
	"Non-Hodgkin Lymphoma"	"33041-33042"	"New Mexico"	"35"	"2019"	"2019"	104	2099634	3.8	5.0
	"Non-Hodgkin Lymphoma"	"33041-33042"	"New York"	"36"	"2017"	"2017"	1317	19593849	5.4	6.7
	"Non-Hodgkin Lymphoma"	"33041-33042"	"New York"	"36"	"2019"	"2019"	1171	19463131	4.6	6.0
	"Non-Hodgkin Lymphoma"	"33041-33042"	"North Carolina"	"37"	"2017"	"2017"	597	10275758	5.0	5.8
	"Non-Hodgkin Lymphoma"	"33041-33042"	"North Carolina"	"37"	"2019"	"2019"	620	10501384	4.9	5.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"North Dakota"	"38"	"2017"	"2017"	42	756755	4.7	5.6
	"Non-Hodgkin Lymphoma"	"33041-33042"	"North Dakota"	"38"	"2019"	"2019"	37	763724	3.9	4.8
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Ohio"	"39"	"2017"	"2017"	859	11665706	5.8	7.4
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Ohio"	"39"	"2019"	"2019"	837	11696507	5.5	7.2
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Oklahoma"	"40"	"2017"	"2017"	284	3933602	6.2	7.2
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Oklahoma"	"40"	"2019"	"2019"	283	3960676	5.9	7.1
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Oregon"	"41"	"2017"	"2017"	280	4147294	5.4	6.8
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Oregon"	"41"	"2019"	"2019"	273	4216116	5.0	6.5
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Pennsylvania"	"42"	"2017"	"2017"	1031	12794679	5.9	8.1
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Pennsylvania"	"42"	"2019"	"2019"	954	12798883	5.3	7.5
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Rhode Island"	"44"	"2017"	"2017"	78	1056554	5.3	7.4
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Rhode Island"	"44"	"2019"	"2019"	73	1058158	5.0	6.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"South Carolina"	"45"	"2017"	"2017"	295	5027102	4.8	5.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"South Carolina"	"45"	"2019"	"2019"	289	5157702	4.4	5.6
	"Non-Hodgkin Lymphoma"	"33041-33042"	"South Dakota"	"46"	"2017"	"2017"	70	873732	6.3	8.0
	"Non-Hodgkin Lymphoma"	"33041-33042"	"South Dakota"	"46"	"2019"	"2019"	69	887127	6.3	7.8
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Tennessee"	"47"	"2017"	"2017"	445	6714748	5.5	6.6
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Tennessee"	"47"	"2019"	"2019"	450	6830325	5.3	6.6
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Texas"	"48"	"2017"	"2017"	1347	28291024	5.1	4.8
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Texas"	"48"	"2019"	"2019"	1393	28986794	5.0	4.8
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Utah"	"49"	"2017"	"2017"	132	3103540	5.3	4.3
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Utah"	"49"	"2019"	"2019"	115	3203383	4.2	3.6
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Vermont"	"50"	"2017"	"2017"	44	625132	5.4	7.0
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Vermont"	"50"	"2019"	"2019"	42	624046	4.6	6.7
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Virginia"	"51"	"2017"	"2017"	460	8471011	4.8	5.4
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Virginia"	"51"	"2019"	"2019"	470	8556642	4.7	5.5
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Washington"	"53"	"2017"	"2017"	449	7427951	5.3	6.0
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Washington"	"53"	"2019"	"2019"	496	7614024	5.6	6.5
	"Non-Hodgkin Lymphoma"	"33041-33042"	"West Virginia"	"54"	"2017"	"2017"	162	1818683	6.3	8.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"West Virginia"	"54"	"2019"	"2019"	170	1795263	6.6	9.5
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wisconsin"	"55"	"2017"	"2017"	444	5793147	6.0	7.7
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wisconsin"	"55"	"2019"	"2019"	442	5824581	5.9	7.6
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wyoming"	"56"	"2017"	"2017"	26	579994	4.1	4.5
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Wyoming"	"56"	"2019"	"2019"	38	580116	5.3	6.6
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2017"	"2017"	178	4877989	2.8	3.6
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2019"	"2019"	206	4907965	3.1	4.2
	"Oral Cavity and Pharynx"	"20010-20100"	"Alaska"	"02"	"2017"	"2017"	18	740983	2.3	2.4
	"Oral Cavity and Pharynx"	"20010-20100"	"Alaska"	"02"	"2019"	"2019"	20	733603	2.6	2.7
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2017"	"2017"	181	7048088	2.0	2.6
	"Oral Cavity and Pharynx"	"20010-20100"	"Arizona"	"04"	"2019"	"2019"	186	7291843	1.9	2.6
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2017"	"2017"	107	3003855	2.9	3.6
	"Oral Cavity and Pharynx"	"20010-20100"	"Arkansas"	"05"	"2019"	"2019"	110	3020985	2.8	3.6
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2017"	"2017"	1050	39337785	2.4	2.7
	"Oral Cavity and Pharynx"	"20010-20100"	"California"	"06"	"2019"	"2019"	1092	39437610	2.4	2.8
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2017"	"2017"	144	5617421	2.2	2.6
	"Oral Cavity and Pharynx"	"20010-20100"	"Colorado"	"08"	"2019"	"2019"	121	5758486	1.9	2.1
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2017"	"2017"	99	3575324	2.1	2.8
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2019"	"2019"	68	3566022	1.4	1.9
	"Oral Cavity and Pharynx"	"20010-20100"	"Delaware"	"10"	"2017"	"2017"	38	957942	2.8	4.0
	"Oral Cavity and Pharynx"	"20010-20100"	"Delaware"	"10"	"2019"	"2019"	30	976668	2.1	3.1
	"Oral Cavity and Pharynx"	"20010-20100"	"District of Columbia"	"11"	"2019"	"2019"	18	708253	2.5	2.5
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2017"	"2017"	829	20977089	2.7	4.0
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2019"	"2019"	842	21492056	2.6	3.9
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2017"	"2017"	313	10417031	2.7	3.0
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2019"	"2019"	318	10628020	2.6	3.0
	"Oral Cavity and Pharynx"	"20010-20100"	"Hawaii"	"15"	"2017"	"2017"	53	1425763	2.7	3.7
	"Oral Cavity and Pharynx"	"20010-20100"	"Hawaii"	"15"	"2019"	"2019"	52	1415615	2.7	3.7
	"Oral Cavity and Pharynx"	"20010-20100"	"Idaho"	"16"	"2017"	"2017"	46	1719745	2.3	2.7
	"Oral Cavity and Pharynx"	"20010-20100"	"Idaho"	"16"	"2019"	"2019"	55	1789060	2.5	3.1
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2017"	"2017"	412	12779893	2.6	3.2
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2019"	"2019"	409	12667017	2.5	3.2
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2017"	"2017"	226	6662068	2.8	3.4
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2019"	"2019"	230	6731010	2.8	3.4
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2017"	"2017"	119	3143734	2.9	3.8
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2019"	"2019"	107	3159596	2.6	3.4
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2017"	"2017"	97	2910892	2.7	3.3
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2019"	"2019"	86	2912635	2.4	3.0
	"Oral Cavity and Pharynx"	"20010-20100"	"Kentucky"	"21"	"2017"	"2017"	163	4455590	2.9	3.7
	"Oral Cavity and Pharynx"	"20010-20100"	"Kentucky"	"21"	"2019"	"2019"	170	4472345	2.9	3.8
	"Oral Cavity and Pharynx"	"20010-20100"	"Louisiana"	"22"	"2017"	"2017"	176	4673673	3.1	3.8
	"Oral Cavity and Pharynx"	"20010-20100"	"Louisiana"	"22"	"2019"	"2019"	172	4658285	3.0	3.7
	"Oral Cavity and Pharynx"	"20010-20100"	"Maine"	"23"	"2017"	"2017"	46	1335743	2.1	3.4
	"Oral Cavity and Pharynx"	"20010-20100"	"Maine"	"23"	"2019"	"2019"	64	1345770	2.9	4.8
	"Oral Cavity and Pharynx"	"20010-20100"	"Maryland"	"24"	"2017"	"2017"	177	6028186	2.4	2.9
	"Oral Cavity and Pharynx"	"20010-20100"	"Maryland"	"24"	"2019"	"2019"	182	6054954	2.4	3.0
	"Oral Cavity and Pharynx"	"20010-20100"	"Massachusetts"	"25"	"2017"	"2017"	209	6863560	2.4	3.0
	"Oral Cavity and Pharynx"	"20010-20100"	"Massachusetts"	"25"	"2019"	"2019"	206	6894883	2.2	3.0
	"Oral Cavity and Pharynx"	"20010-20100"	"Michigan"	"26"	"2017"	"2017"	340	9976752	2.6	3.4
	"Oral Cavity and Pharynx"	"20010-20100"	"Michigan"	"26"	"2019"	"2019"	347	9984795	2.6	3.5
	"Oral Cavity and Pharynx"	"20010-20100"	"Minnesota"	"27"	"2017"	"2017"	167	5569283	2.4	3.0
	"Oral Cavity and Pharynx"	"20010-20100"	"Minnesota"	"27"	"2019"	"2019"	180	5640053	2.5	3.2
	"Oral Cavity and Pharynx"	"20010-20100"	"Mississippi"	"28"	"2017"	"2017"	110	2990674	3.0	3.7
	"Oral Cavity and Pharynx"	"20010-20100"	"Mississippi"	"28"	"2019"	"2019"	121	2978227	3.2	4.1
	"Oral Cavity and Pharynx"	"20010-20100"	"Missouri"	"29"	"2017"	"2017"	211	6111382	2.7	3.5
	"Oral Cavity and Pharynx"	"20010-20100"	"Missouri"	"29"	"2019"	"2019"	241	6140475	2.9	3.9
	"Oral Cavity and Pharynx"	"20010-20100"	"Montana"	"30"	"2017"	"2017"	44	1053862	3.0	4.2
	"Oral Cavity and Pharynx"	"20010-20100"	"Montana"	"30"	"2019"	"2019"	39	1070123	2.6	3.6
	"Oral Cavity and Pharynx"	"20010-20100"	"Nebraska"	"31"	"2017"	"2017"	57	1916998	2.4	3.0
	"Oral Cavity and Pharynx"	"20010-20100"	"Nebraska"	"31"	"2019"	"2019"	51	1932571	2.3	2.6
	"Oral Cavity and Pharynx"	"20010-20100"	"Nevada"	"32"	"2017"	"2017"	87	2972097	2.5	2.9
	"Oral Cavity and Pharynx"	"20010-20100"	"Nevada"	"32"	"2019"	"2019"	81	3090771	2.1	2.6
	"Oral Cavity and Pharynx"	"20010-20100"	"New Hampshire"	"33"	"2017"	"2017"	53	1350395	2.9	3.9
	"Oral Cavity and Pharynx"	"20010-20100"	"New Hampshire"	"33"	"2019"	"2019"	51	1360783	2.6	3.7
	"Oral Cavity and Pharynx"	"20010-20100"	"New Jersey"	"34"	"2017"	"2017"	209	8888147	1.8	2.4
	"Oral Cavity and Pharynx"	"20010-20100"	"New Jersey"	"34"	"2019"	"2019"	247	8891258	2.2	2.8
	"Oral Cavity and Pharynx"	"20010-20100"	"New Mexico"	"35"	"2017"	"2017"	70	2092844	2.6	3.3
	"Oral Cavity and Pharynx"	"20010-20100"	"New Mexico"	"35"	"2019"	"2019"	68	2099634	2.4	3.2
	"Oral Cavity and Pharynx"	"20010-20100"	"New York"	"36"	"2017"	"2017"	542	19593849	2.2	2.8
	"Oral Cavity and Pharynx"	"20010-20100"	"New York"	"36"	"2019"	"2019"	555	19463131	2.2	2.9
	"Oral Cavity and Pharynx"	"20010-20100"	"North Carolina"	"37"	"2017"	"2017"	328	10275758	2.6	3.2
	"Oral Cavity and Pharynx"	"20010-20100"	"North Carolina"	"37"	"2019"	"2019"	362	10501384	2.7	3.4
	"Oral Cavity and Pharynx"	"20010-20100"	"North Dakota"	"38"	"2019"	"2019"	20	763724	2.2	2.6
	"Oral Cavity and Pharynx"	"20010-20100"	"Ohio"	"39"	"2017"	"2017"	422	11665706	2.8	3.6
	"Oral Cavity and Pharynx"	"20010-20100"	"Ohio"	"39"	"2019"	"2019"	448	11696507	2.9	3.8
	"Oral Cavity and Pharynx"	"20010-20100"	"Oklahoma"	"40"	"2017"	"2017"	142	3933602	3.1	3.6
	"Oral Cavity and Pharynx"	"20010-20100"	"Oklahoma"	"40"	"2019"	"2019"	133	3960676	2.7	3.4
	"Oral Cavity and Pharynx"	"20010-20100"	"Oregon"	"41"	"2017"	"2017"	145	4147294	2.6	3.5
	"Oral Cavity and Pharynx"	"20010-20100"	"Oregon"	"41"	"2019"	"2019"	169	4216116	3.0	4.0
	"Oral Cavity and Pharynx"	"20010-20100"	"Pennsylvania"	"42"	"2017"	"2017"	436	12794679	2.5	3.4
	"Oral Cavity and Pharynx"	"20010-20100"	"Pennsylvania"	"42"	"2019"	"2019"	438	12798883	2.4	3.4
	"Oral Cavity and Pharynx"	"20010-20100"	"Rhode Island"	"44"	"2017"	"2017"	31	1056554	2.4	2.9
	"Oral Cavity and Pharynx"	"20010-20100"	"Rhode Island"	"44"	"2019"	"2019"	26	1058158	1.8	2.5
	"Oral Cavity and Pharynx"	"20010-20100"	"South Carolina"	"45"	"2017"	"2017"	194	5027102	3.0	3.9
	"Oral Cavity and Pharynx"	"20010-20100"	"South Carolina"	"45"	"2019"	"2019"	200	5157702	2.9	3.9
	"Oral Cavity and Pharynx"	"20010-20100"	"South Dakota"	"46"	"2017"	"2017"	29	873732	2.8	3.3
	"Oral Cavity and Pharynx"	"20010-20100"	"South Dakota"	"46"	"2019"	"2019"	23	887127	2.0	2.6
	"Oral Cavity and Pharynx"	"20010-20100"	"Tennessee"	"47"	"2017"	"2017"	221	6714748	2.7	3.3
	"Oral Cavity and Pharynx"	"20010-20100"	"Tennessee"	"47"	"2019"	"2019"	270	6830325	3.1	4.0
	"Oral Cavity and Pharynx"	"20010-20100"	"Texas"	"48"	"2017"	"2017"	719	28291024	2.5	2.5
	"Oral Cavity and Pharynx"	"20010-20100"	"Texas"	"48"	"2019"	"2019"	836	28986794	2.8	2.9
	"Oral Cavity and Pharynx"	"20010-20100"	"Utah"	"49"	"2017"	"2017"	45	3103540	1.7	1.4
	"Oral Cavity and Pharynx"	"20010-20100"	"Utah"	"49"	"2019"	"2019"	49	3203383	1.7	1.5
	"Oral Cavity and Pharynx"	"20010-20100"	"Vermont"	"50"	"2017"	"2017"	16	625132	1.8	2.6
	"Oral Cavity and Pharynx"	"20010-20100"	"Vermont"	"50"	"2019"	"2019"	26	624046	2.8	4.2
	"Oral Cavity and Pharynx"	"20010-20100"	"Virginia"	"51"	"2017"	"2017"	259	8471011	2.6	3.1
	"Oral Cavity and Pharynx"	"20010-20100"	"Virginia"	"51"	"2019"	"2019"	239	8556642	2.3	2.8
	"Oral Cavity and Pharynx"	"20010-20100"	"Washington"	"53"	"2017"	"2017"	244	7427951	2.7	3.3
	"Oral Cavity and Pharynx"	"20010-20100"	"Washington"	"53"	"2019"	"2019"	245	7614024	2.7	3.2
	"Oral Cavity and Pharynx"	"20010-20100"	"West Virginia"	"54"	"2017"	"2017"	74	1818683	3.0	4.1
	"Oral Cavity and Pharynx"	"20010-20100"	"West Virginia"	"54"	"2019"	"2019"	68	1795263	2.5	3.8
	"Oral Cavity and Pharynx"	"20010-20100"	"Wisconsin"	"55"	"2017"	"2017"	202	5793147	2.6	3.5
	"Oral Cavity and Pharynx"	"20010-20100"	"Wisconsin"	"55"	"2019"	"2019"	206	5824581	2.6	3.5
	"Oral Cavity and Pharynx"	"20010-20100"	"Wyoming"	"56"	"2017"	"2017"	19	579994	2.6	3.3
	"Ovary"	"27040"	"Alabama"	"01"	"2017"	"2017"	233	2517486	6.8	9.3
	"Ovary"	"27040"	"Alabama"	"01"	"2019"	"2019"	220	2536133	6.3	8.7
	"Ovary"	"27040"	"Alaska"	"02"	"2017"	"2017"	17	353997	4.4	4.8
	"Ovary"	"27040"	"Alaska"	"02"	"2019"	"2019"	19	350790	5.2	5.4
	"Ovary"	"27040"	"Arizona"	"04"	"2017"	"2017"	311	3545316	6.6	8.8
	"Ovary"	"27040"	"Arizona"	"04"	"2019"	"2019"	305	3669041	6.0	8.3
	"Ovary"	"27040"	"Arkansas"	"05"	"2017"	"2017"	155	1527948	7.7	10.1
	"Ovary"	"27040"	"Arkansas"	"05"	"2019"	"2019"	108	1538076	5.3	7.0
	"Ovary"	"27040"	"California"	"06"	"2017"	"2017"	1635	19783962	6.8	8.3
	"Ovary"	"27040"	"California"	"06"	"2019"	"2019"	1523	19829085	6.2	7.7
	"Ovary"	"27040"	"Colorado"	"08"	"2017"	"2017"	192	2789649	5.9	6.9
	"Ovary"	"27040"	"Colorado"	"08"	"2019"	"2019"	216	2857610	6.2	7.6
	"Ovary"	"27040"	"Connecticut"	"09"	"2017"	"2017"	155	1831503	5.8	8.5
	"Ovary"	"27040"	"Connecticut"	"09"	"2019"	"2019"	160	1826990	5.9	8.8
	"Ovary"	"27040"	"Delaware"	"10"	"2017"	"2017"	46	494606	6.3	9.3
	"Ovary"	"27040"	"Delaware"	"10"	"2019"	"2019"	43	504571	5.7	8.5
	"Ovary"	"27040"	"District of Columbia"	"11"	"2017"	"2017"	24	366336	6.3	6.6
	"Ovary"	"27040"	"District of Columbia"	"11"	"2019"	"2019"	26	372393	6.8	7.0
	"Ovary"	"27040"	"Florida"	"12"	"2017"	"2017"	1022	10720663	6.2	9.5
	"Ovary"	"27040"	"Florida"	"12"	"2019"	"2019"	1054	10987074	6.0	9.6
	"Ovary"	"27040"	"Georgia"	"13"	"2017"	"2017"	388	5349075	6.3	7.3
	"Ovary"	"27040"	"Georgia"	"13"	"2019"	"2019"	433	5462335	6.6	7.9
	"Ovary"	"27040"	"Hawaii"	"15"	"2017"	"2017"	43	710227	4.2	6.1
	"Ovary"	"27040"	"Hawaii"	"15"	"2019"	"2019"	49	706419	4.4	6.9
	"Ovary"	"27040"	"Idaho"	"16"	"2017"	"2017"	68	858030	6.3	7.9
	"Ovary"	"27040"	"Idaho"	"16"	"2019"	"2019"	65	891995	5.8	7.3
	"Ovary"	"27040"	"Illinois"	"17"	"2017"	"2017"	597	6501339	7.1	9.2
	"Ovary"	"27040"	"Illinois"	"17"	"2019"	"2019"	556	6443120	6.3	8.6
	"Ovary"	"27040"	"Indiana"	"18"	"2017"	"2017"	308	3378096	7.0	9.1
	"Ovary"	"27040"	"Indiana"	"18"	"2019"	"2019"	230	3411571	5.1	6.7
	"Ovary"	"27040"	"Iowa"	"19"	"2017"	"2017"	159	1579862	7.2	10.1
	"Ovary"	"27040"	"Iowa"	"19"	"2019"	"2019"	149	1586636	6.6	9.4
